make,model,year,body_type,mileage,door_count,nr_seats,color,fuel_type,engine_capacity,engine_power,gearbox,transmission,pollution_standard,price,apple_carplay,android_auto,bluetooth,wireless_charging,navigation,internet,usb_port,head_up_display,ac,climatronic,climatronic_2zone,climatronic_3zone,climatronic_4zone,panoramic_roof,electric_sunroof,manual_sunroof,rear_glass_sunroof,upholstery_alcantara,upholstery_leather_mix,upholstery_leather,upholstery_fabric,electric_driver_seat,heated_driver_seat,heated_passenger_seat,ventilated_front_seats,ventilated_rear_seats,memory_seat,front_armrest,sport_steering_wheel,paddle_shifters,keyless_entry,keyless_go,heated_windshield,air_suspension,sport_suspension,predictive_acc,cruise_control,adaptive_cruise,bi_xenon,laser_lights,led_lights,xenon,dynamic_lights,follow_me_home,front_park_sensors,rear_park_sensors,park_assist,auto_park,camera_360,rear_camera,folding_mirrors,blind_spot,lane_assist,distance_control,autonomous_driving,isofix,equipment_count,is_well_equipped,equipment_tier
BMW,Seria 7,2017,Sedan,204500,4.0,5.0,Alb,Diesel,2993,265,Automata,4x4 (automat),Euro 6,26000.0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,14,1,premium
Volkswagen,Polo,2015,Masina mica,239000,5.0,5.0,Negru,Diesel,1422,75,Manuala,Fata,Euro 5,6450.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,basic
Land Rover,Freelander,2006,SUV,217000,3.0,4.0,Negru,Diesel,1951,112,Manuala,4x4 (manual),Euro 4,4650.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,basic
Peugeot,308,2019,Compacta,42228,5.0,5.0,Negru,Benzina,1199,110,Manuala,Fata,Euro 6,9789.99,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,standard
Hyundai,i20,2016,Compacta,159200,5.0,5.0,Alb,Diesel,1120,74,Manuala,Fata,Euro 6,6200.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,basic
Volkswagen,Sharan,2013,Monovolum,270285,5.0,5.0,Albastru,Diesel,1968,140,Manuala,Fata,Euro 5,8750.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,10,1,premium
Toyota,RAV4,2020,SUV,145733,5.0,5.0,Alb,Hibrid,2487,218,Automata,Fata,Euro 6,24490.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,13,1,premium
Mitsubishi,Eclipse-Cross,2019,SUV,72544,5.0,5.0,Gri,Benzina,1499,163,Manuala,Fata,Euro 6,15450.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,basic
Ford,Kuga,2022,SUV,117000,5.0,5.0,Gri,Hibrid Plug-In,2488,225,Automata,Fata,Euro 6,22022.0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,13,1,premium
Skoda,Kodiaq,2022,SUV,193166,5.0,7.0,Albastru,Diesel,1968,150,Automata,Fata,Euro 6,23500.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,13,1,premium
Ford,EcoSport,2016,Monovolum,131000,5.0,5.0,Galben/Auriu,Benzina,999,125,Manuala,Fata,Euro 6,6750.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,7,1,standard
Mercedes-Benz,GLC,2020,SUV,97192,5.0,5.0,Rosu,Diesel,1950,163,Automata,4x4 (automat),Euro 6d-Temp,35695.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,14,1,premium
Volkswagen,Touareg,2021,SUV,112204,5.0,5.0,Gri,Hibrid Plug-In,2995,462,Automata,4x4 (automat),Euro 6,55500.0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,18,1,ultra
DS Automobiles,DS 5,2017,Compacta,215000,5.0,5.0,Negru,Diesel,1560,120,Automata,Fata,Euro 5,10750.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,6,0,standard
Mini,Countryman,2020,Compacta,58649,5.0,5.0,Albastru,Hibrid,1499,224,Automata,4x4 (automat),Euro 6,21780.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,basic
Dacia,Sandero Stepway,2023,Masina de oras,74999,5.0,5.0,Gri,Benzina,999,90,Manuala,Fata,Euro 6,10690.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7,1,standard
Volkswagen,Polo,2020,Masina de oras,99750,5.0,5.0,Alb,Diesel,1598,95,Manuala,Fata,Euro 6,8990.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,5,0,standard
Mercedes-Benz,GLB,2022,SUV,163550,5.0,5.0,Gri,Diesel,1950,190,Automata,4x4 (manual),Euro 6,26499.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,14,1,premium
Jaguar,E-Pace,2019,SUV,168100,5.0,5.0,Negru,Diesel,1999,150,Automata,4x4 (manual),Euro 6,15999.83,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,13,1,premium
Nissan,Qashqai,2018,SUV,165309,5.0,5.0,Gri,Diesel,1598,130,Automata,Fata,Euro 6,14890.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,13,1,premium
Skoda,Octavia,2019,Sedan,227000,5.0,5.0,Albastru,Diesel,1968,150,Automata,Fata,Euro 6,13899.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,11,1,premium
BMW,Seria 3,2023,Sedan,83075,4.0,5.0,Alb,Diesel,1995,150,Automata,Spate,Euro 6d,28800.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,10,1,premium
Dacia,Sandero Stepway,2023,Masina de oras,30530,5.0,5.0,Gri,Benzina,999,90,Manuala,Fata,Euro 6,11689.99,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7,1,standard
Geely,Coolray,2024,SUV,4500,5.0,5.0,Alb,Benzina,1499,172,Automata,Fata,Euro 6,23292.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,14,1,premium
Mercedes-Benz,V,2022,Monovolum,17271,4.0,6.0,Negru,Diesel,1950,163,Automata,Spate,Euro 6,39800.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9,1,standard
BMW,X3,2014,SUV,159790,5.0,5.0,Negru,Diesel,1995,190,Automata,4x4 (automat),Euro 6,15750.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,15,1,ultra
Skoda,Octavia,2023,Sedan,79917,5.0,5.0,Negru,Diesel,1968,150,Automata,Fata,Euro 6,25200.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,11,1,premium
DS Automobiles,DS 7 Crossback,2020,SUV,78701,5.0,5.0,Negru,Benzina,1598,225,Automata,Fata,Euro 6,21490.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,16,1,ultra
DS Automobiles,DS 7 Crossback,2019,SUV,170000,5.0,5.0,Alb,Diesel,1997,180,Automata,Fata,Euro 6,17500.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,15,1,ultra
Citroën,C3,2025,Masina de oras,1650,5.0,5.0,Gri,Benzina,1199,100,Automata,Fata,Euro 6,18990.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,9,1,standard
Audi,A3,2017,Compacta,201300,4.0,5.0,Gri,Diesel,1598,110,Automata,Fata,Euro 6,13999.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,13,1,premium
BMW,Seria 4,2017,Sedan,226000,5.0,5.0,Alte culori,Diesel,1995,190,Automata,Spate,Euro 6,16990.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,18,1,ultra
Volkswagen,Sharan,2016,Monovolum,178900,5.0,7.0,Negru,Diesel,1968,184,Automata,Fata,Euro 6,14900.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,13,1,premium
Audi,A3,2019,Compacta,58512,5.0,5.0,Gri,Benzina,1498,149,Automata,Fata,Euro 6,17490.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,8,1,standard
Skoda,Octavia,2021,Sedan,141269,5.0,5.0,Albastru,Benzina,999,110,Automata,Fata,Euro 6,13900.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10,1,premium
BMW,X5 M,2020,SUV,108511,5.0,5.0,Gri,Benzina,4395,625,Automata,4x4 (automat),Euro 6,69900.0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,14,1,premium
Ford,Puma,2022,SUV,130000,5.0,5.0,Gri,Benzina,999,125,Automata,Fata,Euro 6,13490.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,standard
Volkswagen,Golf,2016,Sedan,179900,5.0,5.0,Negru,Diesel,1598,110,Automata,Fata,Euro 6,10900.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,13,1,premium
Hyundai,Santa Fe,2017,SUV,194000,5.0,5.0,Maro,Diesel,2199,200,Manuala,4x4 (manual),Euro 6,15990.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,14,1,premium
Peugeot,3008,2022,SUV,161618,5.0,5.0,Negru,Benzina,1199,131,Automata,Fata,Euro 6,14599.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,13,1,premium
Peugeot,3008,2022,SUV,142105,5.0,5.0,Albastru,Diesel,1499,131,Automata,Fata,Euro 6,14599.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,12,1,premium
Volvo,XC 60,2017,SUV,292120,5.0,5.0,Albastru,Diesel,1969,190,Automata,Fata,Euro 6,13100.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,standard
Mazda,6,2016,Sedan,195500,4.0,5.0,Albastru,Diesel,2191,150,Manuala,Fata,Euro 6,8500.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,12,1,premium
Peugeot,308,2021,Compacta,125672,5.0,5.0,Alb,Diesel,1499,130,Manuala,Fata,Euro 6,9290.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,6,0,standard
Volvo,XC 40,2021,SUV,120000,5.0,5.0,Negru,Hibrid Plug-In,1477,262,Automata,Fata,Euro 6,19990.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,7,1,standard
BMW,X6 M,2020,SUV,88400,5.0,5.0,Albastru,Benzina,4395,625,Automata,4x4 (automat),Euro 6,73000.51,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,18,1,ultra
Toyota,Aygo,2019,Masina de oras,20974,5.0,4.0,Gri,Benzina,998,72,Manuala,Fata,Euro 6,9700.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4,0,basic
Mercedes-Benz,C,2015,Sedan,225921,4.0,5.0,Alb,Diesel,1598,136,Automata,Spate,Euro 6,12990.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,10,1,premium
Volvo,XC 60,2021,SUV,105580,5.0,5.0,Negru,Hibrid Plug-In,1969,340,Automata,4x4 (automat),Euro 6,31400.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,14,1,premium
Mercedes-Benz,GLC,2020,SUV,153000,5.0,5.0,Alb,Hibrid Plug-In,1991,319,Automata,4x4 (automat),Euro 6d,35077.9,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,16,1,ultra
Opel,Grandland X,2019,SUV,138359,5.0,5.0,Gri,Benzina,1199,130,Automata,Fata,Euro 6,12900.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,11,1,premium
BMW,X4,2020,SUV,129178,5.0,5.0,Gri,Diesel,1995,190,Automata,4x4 (automat),Euro 6d,33400.01,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,13,1,premium
BMW,Seria 5,2021,Sedan,113175,4.0,5.0,Negru,Hibrid Plug-In,1998,251,Automata,Spate,Euro 6,28700.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,13,1,premium
Mercedes-Benz,GLE,2022,SUV,131620,5.0,5.0,Gri,Hibrid Plug-In,1950,319,Automata,4x4 (automat),Euro 6d,46700.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,13,1,premium
BMW,Seria 3,2013,Combi,209350,5.0,5.0,Gri,Diesel,1995,184,Automata,Spate,Euro 5,8500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,basic
Ford,Focus,2018,Compacta,204540,5.0,5.0,Albastru,Diesel,1995,150,Manuala,Fata,Euro 6,10950.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,13,1,premium
Mercedes-Benz,Sprinter,2025,Monovolum,54040,4.0,9.0,Alb,Diesel,1950,170,Automata,Spate,Euro 6,49999.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,basic
Opel,Vivaro,2021,Monovolum,285000,4.0,9.0,Alb,Diesel,1997,144,Manuala,Fata,Euro 6,13990.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,basic
Lexus,Seria RX,2016,SUV,226000,5.0,5.0,Argint,Hibrid,3456,313,Automata,4x4 (manual),Euro 6,23700.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,10,1,premium
BMW,X6,2015,SUV,229743,5.0,5.0,Alb,Diesel,2993,313,Automata,4x4 (automat),Euro 6,23490.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,12,1,premium
Chevrolet,Cruze,2013,Sedan,278242,4.0,5.0,Alb,Diesel,1686,130,Manuala,Fata,Euro 5,4490.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,12,1,premium
Volkswagen,T-Roc,2017,SUV,163848,5.0,5.0,Gri,Benzina,1498,150,Manuala,Fata,Euro 6,15490.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,standard
Volvo,S60,2020,Sedan,233751,4.0,5.0,Gri,Benzina,1969,190,Automata,Fata,Euro 6,20500.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,14,1,premium
BMW,Seria 5,2011,Sedan,214000,4.0,5.0,Gri,Diesel,1995,184,Automata,Spate,Euro 5,10499.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,9,1,standard
Renault,Trafic,2018,Monovolum,276311,4.0,9.0,Alb,Diesel,1598,90,Manuala,Fata,Euro 6,8680.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,basic
Toyota,Proace,2017,Monovolum,237000,5.0,9.0,Alb,Diesel,1560,116,Manuala,Fata,Euro 6,12990.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,6,0,standard
Dacia,Sandero Stepway,2023,Masina de oras,69957,5.0,5.0,Gri,Benzina,999,90,Manuala,Fata,Euro 6,10789.99,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7,1,standard
Mercedes-Benz,B 180,2016,Monovolum,105504,5.0,5.0,Negru,Diesel,1461,109,Automata,Fata,Euro 6,10990.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,standard
BMW,X3,2019,SUV,170000,5.0,5.0,Albastru,Diesel,1995,190,Automata,4x4 (automat),Euro 6,25900.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,11,1,premium
Volvo,XC 40,2020,SUV,99000,5.0,5.0,Negru,Hibrid Plug-In,1477,262,Automata,Fata,Euro 6,23489.73,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,9,1,standard
Mercedes-Benz,E,2023,Sedan,9452,5.0,5.0,Gri,Benzina,1999,204,Automata,Spate,Euro 6d,51624.65,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,premium
Renault,Kadjar,2016,SUV,76000,5.0,5.0,Albastru,Diesel,1461,110,Automata,Fata,Euro 6,14350.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,14,1,premium
Mercedes-Benz,C,2017,Coupe,27800,2.0,4.0,Negru,Benzina,2996,333,Automata,4x4 (automat),Euro 6,24870.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,14,1,premium
