make,model,year,body_type,mileage,door_count,nr_seats,color,fuel_type,engine_capacity,engine_power,gearbox,transmission,pollution_standard,price,apple_carplay,android_auto,bluetooth,wireless_charging,navigation,internet,usb_port,head_up_display,ac,climatronic,climatronic_2zone,climatronic_3zone,climatronic_4zone,panoramic_roof,electric_sunroof,manual_sunroof,rear_glass_sunroof,upholstery_alcantara,upholstery_leather_mix,upholstery_leather,upholstery_fabric,electric_driver_seat,heated_driver_seat,heated_passenger_seat,ventilated_front_seats,ventilated_rear_seats,memory_seat,front_armrest,sport_steering_wheel,paddle_shifters,keyless_entry,keyless_go,heated_windshield,air_suspension,sport_suspension,predictive_acc,cruise_control,adaptive_cruise,bi_xenon,laser_lights,led_lights,xenon,dynamic_lights,follow_me_home,front_park_sensors,rear_park_sensors,park_assist,auto_park,camera_360,rear_camera,folding_mirrors,blind_spot,lane_assist,distance_control,autonomous_driving,isofix,equipment_count,is_well_equipped,equipment_tier
Fiat,Panda,2013,Masina de oras,154765,5.0,5.0,Negru,Benzina,875,65,Manuala,Fata,Euro 5b,3990.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,basic
Seat,Leon,2008,Compacta,164500,5.0,5.0,Gri,Benzina,1984,240,Manuala,Fata,Euro 4,6400.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,7,1,standard
Mercedes-Benz,GLC,2020,SUV,163000,5.0,5.0,Alb,Hibrid Plug-In,1991,319,Automata,4x4 (automat),Euro 6,30371.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,14,1,premium
Opel,Vectra,2008,Sedan,198500,5.0,5.0,Albastru,Diesel,1910,150,Manuala,Fata,Euro 4,2800.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,9,1,standard
MG,HS,2024,SUV,24496,5.0,5.0,Alb,Benzina,1490,162,Automata,Fata,Euro 6d-Temp,18950.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,15,1,ultra
Suzuki,SX4,2016,SUV,146727,5.0,5.0,Alb,Benzina + GPL,1586,120,Manuala,Fata,Euro 6,6900.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,basic
Opel,Corsa,2010,Masina de oras,86000,5.0,5.0,Alb,Benzina,1229,86,Manuala,Fata,Euro 5,3000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,basic
Toyota,RAV4,2022,SUV,96873,5.0,5.0,Gri,Hibrid,2487,218,Automata,Fata,Euro 6,27990.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,9,1,standard
Jaguar,F-Pace,2020,SUV,150794,5.0,5.0,Gri,Benzina,1997,250,Automata,4x4 (automat),Euro 6c,22990.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,14,1,premium
BMW,Seria 2,2016,Monovolum,180000,5.0,5.0,Negru,Hibrid,1499,224,Automata,4x4 (automat),Euro 6,11990.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,0,standard
Lexus,Seria NX,2019,SUV,104800,5.0,5.0,Alb,Hibrid,2494,197,Automata,4x4 (automat),Euro 6,28990.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9,1,standard
Renault,Scenic,2012,Monovolum,197000,5.0,5.0,Argint,Diesel,1461,110,Manuala,Fata,Euro 5b,4800.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,8,1,standard
Peugeot,3008,2018,SUV,155000,5.0,5.0,Gri,Diesel,1997,180,Automata,Fata,Euro 6,16700.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,14,1,premium
Ford,Focus,2021,Compacta,72423,5.0,5.0,Rosu,Diesel,1499,120,Manuala,Fata,Euro 6d,11790.24,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,12,1,premium
Volkswagen,Touareg,2019,SUV,176000,5.0,5.0,Gri,Diesel,2967,286,Automata,4x4 (automat),Euro 6,41950.0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,19,1,ultra
Suzuki,Vitara,2020,SUV,110884,5.0,5.0,Albastru,Benzina,1373,129,Manuala,Fata,Euro 6,13499.97,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,basic
Chevrolet,Corvette,1984,Coupe,37000,2.0,2.0,Rosu,Benzina,5666,275,Automata,Spate,Non-euro,16900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,basic
Citroën,C4,2021,SUV,101807,5.0,5.0,Negru,Benzina,1199,130,Automata,Fata,Euro 6,13589.99,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,13,1,premium
Dacia,Dokker,2021,Monovolum,151871,5.0,2.0,Alb,Diesel,1461,95,Manuala,Fata,Euro 6,6700.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,basic
SsangYong,Korando,2015,SUV,189000,5.0,5.0,Gri,Diesel,1998,149,Manuala,Fata,Euro 5,5999.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,0,standard
Land Rover,Discovery Sport,2020,SUV,134175,5.0,7.0,Gri,Diesel,1999,150,Automata,4x4 (automat),Euro 6b,15990.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,12,1,premium
Mazda,CX-5,2015,SUV,191540,5.0,5.0,Gri,Diesel,2191,150,Manuala,Fata,Euro 6,8800.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7,1,standard
Mazda,3,2007,Compacta,185122,5.0,5.0,Gri,Diesel,1998,143,Manuala,Fata,Euro 4,2800.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,basic
Hyundai,Santa Fe,2008,SUV,223400,5.0,5.0,Verde,Diesel,2188,150,Manuala,4x4 (manual),Euro 4,3400.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,basic
Mercedes-Benz,V,2016,Monovolum,175000,5.0,8.0,Gri,Diesel,2143,190,Automata,Fata,Euro 6,28489.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,basic
Renault,Austral,2023,SUV,57492,5.0,5.0,Alb,Benzina,1332,158,Automata,Fata,Euro 6,24187.9,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,13,1,premium
Volkswagen,Touareg,2017,SUV,182000,5.0,5.0,Negru,Diesel,2967,262,Automata,4x4 (manual),Euro 6b,16950.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,11,1,premium
Volkswagen,Tiguan,2017,SUV,171000,5.0,5.0,Gri,Diesel,1968,240,Automata,4x4 (automat),Euro 6,17990.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,basic
Renault,Talisman,2017,Sedan,170000,4.0,5.0,Negru,Diesel,1598,160,Automata,Fata,Euro 6,12990.0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,14,1,premium
Dacia,Duster,2022,SUV,60209,5.0,5.0,Gri,Diesel,1461,115,Manuala,Fata,Euro 6,15589.99,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,0,standard
Kia,XCeed,2021,SUV,56499,5.0,5.0,Alb,Hibrid Plug-In,1580,141,Automata,Fata,Euro 6d,18700.01,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,13,1,premium
Dacia,Duster,2022,SUV,141000,5.0,5.0,Alb,Diesel,1461,115,Manuala,4x4 (manual),Euro 6,14459.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,basic
Toyota,RAV4,2020,SUV,73000,5.0,5.0,Albastru,Hibrid,2487,222,Automata,4x4 (automat),Euro 6,29750.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,basic
Volvo,XC 40,2019,SUV,107850,5.0,5.0,Gri,Diesel,1969,149,Automata,4x4 (automat),Euro 6,18299.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,0,standard
Opel,Corsa,2011,Masina de oras,172000,5.0,5.0,Argint,Benzina,1229,70,Manuala,Fata,Euro 5,3799.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,basic
Peugeot,508,2021,Sedan,197600,5.0,5.0,Albastru,Diesel,1499,130,Manuala,Fata,Euro 6,11490.16,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,11,1,premium
BMW,X5,2021,SUV,91072,5.0,5.0,Albastru,Diesel,2993,286,Automata,4x4 (automat),Euro 6,44489.99,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,13,1,premium
Volvo,XC 40,2022,SUV,155800,5.0,5.0,Gri,Benzina,1477,163,Automata,Fata,Euro 6,21800.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,11,1,premium
Volvo,XC 40,2020,SUV,171000,5.0,5.0,Albastru,Hibrid Plug-In,1477,262,Automata,Fata,Euro 6,22500.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,16,1,ultra
Ford,Kuga,2022,SUV,80000,5.0,5.0,Rosu,Hibrid Plug-In,2488,225,Automata,Fata,Euro 6d-Temp,17750.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,13,1,premium
DS Automobiles,DS 7 Crossback,2022,SUV,175000,5.0,5.0,Alb,Hibrid Plug-In,1598,225,Automata,Fata,Euro 6,18500.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,15,1,ultra
Ford,Focus,2022,Compacta,87040,5.0,5.0,Gri,Diesel,1499,120,Manuala,Fata,Euro 6,11990.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,7,1,standard
Kia,Sportage,2018,SUV,99850,5.0,5.0,Argint,Benzina,1591,177,Automata,4x4 (automat),Euro 6,17899.99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,9,1,standard
Opel,Astra,2016,Masina de oras,156000,4.0,5.0,Gri,Diesel,1598,136,Manuala,Fata,Euro 6,6800.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,10,1,premium
Land Rover,Discovery Sport,2023,SUV,29640,5.0,5.0,Albastru,Diesel,1998,163,Automata,4x4 (manual),Euro 6,30490.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,basic
Mercedes-Benz,GLB,2021,SUV,108600,5.0,7.0,Negru,Diesel,1950,150,Automata,4x4 (automat),Euro 6,27999.4,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,14,1,premium
MG,EHS,2021,SUV,64000,5.0,5.0,Negru,Hibrid Plug-In,1490,257,Automata,Fata,Euro 6,20933.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,15,1,ultra
Audi,A6,2021,Sedan,126353,4.0,5.0,Gri,Benzina,1984,265,Automata,4x4 (automat),Euro 6,23989.99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,7,1,standard
Volkswagen,Golf,2021,Combi,78376,5.0,5.0,Gri,Diesel,1968,115,Automata,Fata,Euro 6,16689.99,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,12,1,premium
Renault,Megane,2021,Combi,131700,5.0,5.0,Argint,Diesel,1461,116,Manuala,Fata,Euro 6d,12342.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,11,1,premium
BMW,Seria 3,2022,Sedan,67239,4.0,5.0,Gri,Hibrid Plug-In,1998,204,Automata,Spate,Euro 6,28489.99,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,12,1,premium
Dacia,Dokker,2017,Monovolum,310000,5.0,2.0,Alb,Benzina + GPL,1598,102,Manuala,Fata,Euro 6,4490.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,basic
Peugeot,3008,2017,SUV,162000,5.0,6.0,Gri,Benzina,1199,130,Automata,Fata,Euro 6,12500.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,13,1,premium
Dacia,Logan,2019,Sedan,81797,4.0,5.0,Alb,Benzina,898,90,Manuala,Fata,Euro 6,7590.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,basic
Mercedes-Benz,GLC Coupe,2019,SUV,108000,5.0,5.0,Gri,Diesel,1950,163,Automata,4x4 (automat),Euro 6,39930.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,16,1,ultra
Mercedes-Benz,CLA 200,2017,Coupe,115000,4.0,5.0,Gri,Benzina,1595,156,Manuala,Fata,Euro 6,18000.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,9,1,standard
Land Rover,Range Rover Velar,2020,SUV,95350,5.0,5.0,Gri,Diesel,1999,240,Automata,4x4 (automat),Euro 6,29403.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,15,1,ultra
Ford,Fiesta,2022,Masina de oras,69091,5.0,5.0,Gri,Benzina,999,100,Manuala,Fata,Euro 6,9990.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,basic
BMW,X1,2023,SUV,146418,5.0,5.0,Negru,Benzina,1499,170,Automata,Fata,Euro 6,27800.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,11,1,premium
Peugeot,3008,2020,SUV,88000,5.0,5.0,Verde,Hibrid Plug-In,1598,326,Automata,4x4 (automat),Euro 6,22627.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,15,1,ultra
Toyota,Corolla,2020,Combi,172500,5.0,5.0,Gri,Hibrid,1987,184,Automata,Fata,Euro 6c,17787.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,12,1,premium
Peugeot,308,2021,Combi,180000,5.0,5.0,Albastru,Diesel,1499,130,Automata,Fata,Euro 6,11490.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,8,1,standard
Jeep,Renegade,2023,SUV,70000,5.0,5.0,Negru,Benzina,1469,130,Automata,Fata,Euro 6,17990.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,9,1,standard
Audi,Q3,2014,SUV,173199,5.0,5.0,Alb,Diesel,1968,177,Automata,4x4 (automat),Euro 5,14590.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,14,1,premium
Audi,Q3,2021,SUV,125869,5.0,5.0,Negru,Diesel,1968,150,Automata,Fata,Euro 6,25400.01,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,10,1,premium
BMW,X1,2024,SUV,5500,5.0,5.0,Alb,Hibrid Plug-In,1499,245,Automata,4x4 (automat),Euro 6,43172.8,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,11,1,premium
Dacia,Dokker,2020,Monovolum,165447,4.0,2.0,Alb,Diesel,1461,75,Manuala,Fata,Euro 6,7390.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,basic
BMW,Seria 4,2016,Sedan,220000,5.0,5.0,Albastru,Diesel,2993,258,Automata,4x4 (automat),Euro 6,15990.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,0,standard
Mercedes-Benz,GLA,2018,SUV,106000,5.0,5.0,Gri,Diesel,2143,136,Automata,4x4 (automat),Euro 6,22977.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,9,1,standard
Citroën,C3,2012,Masina mica,204000,5.0,5.0,Verde,Diesel,1560,92,Manuala,Fata,Euro 5,2800.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,basic
Renault,Talisman,2018,Sedan,146874,4.0,5.0,Gri,Diesel,1598,130,Automata,Fata,Euro 6,11990.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,13,1,premium
Volkswagen,T-Cross,2023,SUV,129000,5.0,5.0,Gri,Benzina,999,110,Manuala,Fata,Euro 6,13007.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,6,0,standard
Mercedes-Benz,GLE Coupe,2020,SUV,59250,5.0,5.0,Negru,Benzina,2999,435,Automata,4x4 (automat),Euro 6,76931.8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,10,1,premium
