make,model,year,body_type,mileage,door_count,nr_seats,color,fuel_type,engine_capacity,engine_power,gearbox,transmission,pollution_standard,price,url
Volkswagen,Touareg,2016,SUV,205 000 km,5,5,Alb,Diesel,2 967 cm3,262 CP,Automata,4x4 (automat),Euro 6,19 700,https://www.autovit.ro/autoturisme/anunt/volkswagen-touareg-ID7HHWzH.html
Hyundai,Tucson,2019,SUV,189 000 km,5,5,Albastru,Diesel,1 685 cm3,116 CP,Manuala,Fata,Euro 6b,12 900,https://www.autovit.ro/autoturisme/anunt/hyundai-tucson-ver-blue-1-7-crdi-2wd-style-ID7HJ60J.html
Opel,Astra,2013,Combi,224 290 km,5,5,Gri,Diesel,1 686 cm3,130 CP,Manuala,Fata,Euro 5,4 550,https://www.autovit.ro/autoturisme/anunt/opel-astra-ver-1-7-cdti-dpf-ecoflex-sports-tourerstart-stop-ID7HHWhl.html
Volvo,XC 40,2023,SUV,43 500 km,5,5,Gri,Benzina,1 477 cm3,129 CP,Automata,Fata,Euro 6d,30 000,https://www.autovit.ro/autoturisme/anunt/volvo-xc-40-ver-t2-at-fwd-core-ID7HHYnQ.html
Renault,Laguna,2009,Sedan,180 700 km,5,5,Gri,Diesel,1 461 cm3,110 CP,Manuala,Fata,Euro 4,3 790,https://www.autovit.ro/autoturisme/anunt/renault-laguna-ver-1-5dci-expression-ID7Hhqqn.html
BMW,Seria 3,2022,Sedan,72 720 km,4,5,Negru,Benzina,1 998 cm3,184 CP,Automata,Spate,Euro 6,35 989,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320i-aut-m-sport-ID7HtlHo.html
Volvo,XC 60,2020,SUV,138 000 km,5,5,Gri,Hibrid Plug-In,1 969 cm3,303 CP,Automata,4x4 (automat),Euro 6,33 000,https://www.autovit.ro/autoturisme/anunt/volvo-xc-60-ver-t8-twin-engine-awd-inscription-ID7HHWI8.html
BMW,X1,2013,SUV,210 000 km,5,5,Alb,Diesel,1 995 cm3,184 CP,Automata,4x4 (automat),Euro 5,11 990,https://www.autovit.ro/autoturisme/anunt/bmw-x1-ID7HHV9P.html
Audi,A5,2015,Sedan,193 000 km,5,5,Gri,Diesel,1 968 cm3,150 CP,Automata,Fata,Euro 5,12 800,https://www.autovit.ro/autoturisme/anunt/audi-a5-ver-sportback-2-0-tdi-s-tronic-design-ID7HHWCy.html
Skoda,Octavia,2021,Sedan,150 000 km,5,5,Alb,Diesel,1 968 cm3,150 CP,Automata,Fata,Euro 6,17 990,https://www.autovit.ro/autoturisme/anunt/skoda-octavia-ver-2-0-tdi-dsg-style-ID7HHVqj.html
Ford,Kuga,2021,SUV,60 000 km,5,5,Albastru,Diesel,1 499 cm3,120 CP,Automata,Fata,Euro 6,17 990,https://www.autovit.ro/autoturisme/anunt/ford-kuga-ver-1-5-ecoblue-a8-fwd-titanium-ID7HGJFQ.html
Renault,Kadjar,2017,SUV,30 000 km,5,5,Gri,Benzina,1 197 cm3,130 CP,Automata,Fata,Euro 6,14 490,https://www.autovit.ro/autoturisme/anunt/renault-kadjar-ver-1-2-tce-edc-xmod-ID7HBmWO.html
Ford,Fiesta,2008,Compacta,170 000 km,5,5,Gri,Diesel,1 399 cm3,68 CP,Manuala,Fata,Euro 4,"2 790,01",https://www.autovit.ro/autoturisme/anunt/ford-fiesta-ver-1-4-tdci-comfort-ID7Hy62H.html
Suzuki,Vitara,1993,SUV,169 000 km,3,4,Alb,Benzina,1 598 cm3,80 CP,Manuala,4x4 (manual),Euro 2,3 999,https://www.autovit.ro/autoturisme/anunt/suzuki-vitara-ID7HHHkB.html
Volkswagen,Scirocco,2013,Coupe,200 000 km,3,4,Alb,Diesel,1 968 cm3,140 CP,Automata,Fata,Euro 5,10 990,https://www.autovit.ro/autoturisme/anunt/volkswagen-scirocco-ver-2-0-tdi-dsg-gts-ID7HJ60s.html
Honda,HR-V,2017,SUV,198 000 km,5,5,Alb,Diesel,1 597 cm3,120 CP,Manuala,Fata,Euro 6,11 599,https://www.autovit.ro/autoturisme/anunt/honda-hr-v-ver-1-6-i-dtec-comfort-ID7HHVMG.html
Renault,Megane,2021,Combi,153 400 km,5,5,Gri,Diesel,1 461 cm3,116 CP,Automata,Fata,Euro 6,10 950,https://www.autovit.ro/autoturisme/anunt/renault-megane-ver-blue-dci-116-edc-intens-ID7HHSc5.html
Ford,Focus,2005,Compacta,275 824 km,4,5,Albastru,Benzina,1 596 cm3,100 CP,Manuala,Fata,Euro 4,1 899,https://www.autovit.ro/autoturisme/anunt/ford-focus-ver-1-6i-16v-ID7HJ60g.html
Ford,Focus,2019,Compacta,68 000 km,4,5,Albastru,Benzina,999 cm3,125 CP,Manuala,Fata,Euro 6,12 000,https://www.autovit.ro/autoturisme/anunt/ford-focus-ver-1-0-ecoboost-connected-ID7HJ60a.html
BMW,Seria 3,2022,Combi,127 775 km,5,5,Negru,Diesel,1 995 cm3,190 CP,Automata,4x4 (automat),Euro 6,24 500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-touring-xdrive-aut-sport-line-ID7HCzXn.html
Mercedes-Benz,GLA,2021,SUV,59 058 km,5,5,Negru,Diesel,1 950 cm3,150 CP,Automata,4x4 (automat),Euro 6,"29 499,80",https://www.autovit.ro/autoturisme/anunt/mercedes-benz-gla-ver-200-d-4matic-8g-dct-ID7HHWIJ.html
Mitsubishi,ASX,2015,SUV,240 000 km,5,5,Maro,Diesel,2 268 cm3,150 CP,Automata,4x4 (automat),Euro 6,8 550,https://www.autovit.ro/autoturisme/anunt/mitsubishi-asx-ver-2-2-di-d-4wd-automatik-diamant-edition-ID7HEuwh.html
Renault,Captur,2017,SUV,176 000 km,5,5,Negru,Diesel,1 461 cm3,90 CP,Automata,Fata,Euro 6,7 500,https://www.autovit.ro/autoturisme/anunt/renault-captur-ver-energy-dci-90-edc-intens-ID7HJ5Bj.html
Audi,A3,2012,Compacta,282 400 km,5,5,Negru,Diesel,1 598 cm3,105 CP,Automata,Fata,Euro 5,7 390,https://www.autovit.ro/autoturisme/anunt/audi-a3-ver-1-6-tdi-sportback-dpf-s-tronic-s-line-sportpaket-ID7HJ4Em.html
Volkswagen,Passat,2016,Sedan,270 000 km,5,5,Maro,Diesel,1 968 cm3,150 CP,Automata,Fata,Euro 6,15 700,https://www.autovit.ro/autoturisme/anunt/volkswagen-passat-ver-variant-2-0-tdi-dsg-highline-ID7HJ5Zt.html
Volkswagen,Polo,2013,Masina de oras,203 500 km,5,5,Gri,Diesel,1 199 cm3,75 CP,Manuala,Fata,Euro 5,4 990,https://www.autovit.ro/autoturisme/anunt/volkswagen-polo-ver-1-2-tdi-cr-dpf-trendline-ID7HJ4YN.html
Renault,Espace,2015,Monovolum,191 000 km,5,7,Gri,Diesel,1 598 cm3,160 CP,Automata,Fata,Euro 6,11 590,https://www.autovit.ro/autoturisme/anunt/renault-espace-ver-energy-dci-160-edc-limited-ID7HHWII.html
BMW,Seria 3,2020,Sedan,209 000 km,4,5,Gri,Benzina,1 998 cm3,184 CP,Automata,Spate,Euro 6b,"25 034,90",https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320i-aut-m-sport-ID7HJ5Iq.html
Volkswagen,Passat,2008,Sedan,262 200 km,4,5,Negru,Diesel,1 968 cm3,140 CP,Automata,Fata,Euro 4,5 990,https://www.autovit.ro/autoturisme/anunt/volkswagen-passat-ID7HJ4Zi.html
Audi,Q5,2014,SUV,243 000 km,5,5,Gri,Diesel,1 968 cm3,150 CP,Manuala,4x4 (manual),Euro 6,11 490,https://www.autovit.ro/autoturisme/anunt/audi-q5-ver-2-0-tdi-quattro-clean-diesel-ID7HJ602.html
Renault,Kangoo,2016,Monovolum,85 400 km,5,2,Alb,Diesel,1 461 cm3,90 CP,Manuala,Fata,Euro 5b,7 990,https://www.autovit.ro/autoturisme/anunt/renault-kangoo-ver-dci-90-fap-grand-ID7HJ5LX.html
Renault,Talisman,2019,Sedan,130 000 km,4,5,Alb,Diesel,1 997 cm3,160 CP,Automata,Fata,Euro 6,18 990,https://www.autovit.ro/autoturisme/anunt/renault-talisman-ID7HJ5ZX.html
Fiat,Doblo,2017,Monovolum,124 000 km,5,2,Alb,Diesel,1 248 cm3,95 CP,Manuala,Fata,Euro 6,8 390,https://www.autovit.ro/autoturisme/anunt/fiat-doblo-ver-cargo-maxi-sx-ID7HJ5Mj.html
Renault,Megane,2018,Combi,172 500 km,5,5,Albastru,Diesel,1 461 cm3,90 CP,Manuala,Fata,Euro 6,9 990,https://www.autovit.ro/autoturisme/anunt/renault-megane-ver-energy-dci-business-ID7HtyZ7.html
Audi,A4,2018,Combi,191 000 km,5,5,Alb,Diesel,1 968 cm3,150 CP,Automata,Fata,Euro 6,14 290,https://www.autovit.ro/autoturisme/anunt/audi-a4-ID7HHXoT.html
Renault,Megane,2018,Sedan,64 500 km,4,5,Gri,Benzina,1 198 cm3,130 CP,Manuala,Fata,Euro 6,10 850,https://www.autovit.ro/autoturisme/anunt/renault-megane-ID7HAxRC.html
Volkswagen,Tiguan,2020,SUV,173 000 km,5,5,Gri,Diesel,1 968 cm3,150 CP,Automata,Fata,Euro 6,21 490,https://www.autovit.ro/autoturisme/anunt/volkswagen-tiguan-ver-2-0-tdi-dpf-dsg-comfortline-ID7HGMpc.html
Mercedes-Benz,GLC,2020,SUV,153 250 km,5,5,Gri,Diesel,1 950 cm3,194 CP,Automata,4x4 (automat),Euro 6b,31 499,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-glc-ver-220-d-4matic-9g-tronic-amg-line-ID7HJ5Zm.html
Fiat,Doblo,2014,Monovolum,220 100 km,5,2,Alb,Diesel,1 248 cm3,90 CP,Manuala,Fata,Euro 6b,5 590,https://www.autovit.ro/autoturisme/anunt/fiat-doblo-ver-1-3-16v-multijet-active-ID7HJ5Lq.html
Mercedes-Benz,E,2013,Sedan,441 000 km,4,5,Bej,Diesel,2 143 cm3,136 CP,Automata,Spate,Euro 5,6 590,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-e-ver-200-cdi-blueefficiency-aut-ID7HJ5Kq.html
Ford,Fiesta,2021,Masina de oras,112 000 km,5,5,Alb,Benzina,999 cm3,100 CP,Manuala,Fata,Euro 6,8 950,https://www.autovit.ro/autoturisme/anunt/ford-fiesta-ver-1-0-ecoboost-titanium-ID7HHUIt.html
BMW,Seria 5,2016,Sedan,165 000 km,4,5,Negru,Diesel,1 995 cm3,190 CP,Automata,4x4 (automat),Euro 6,18 290,https://www.autovit.ro/autoturisme/anunt/bmw-seria-5-ver-520d-xdrive-at-ID7HJ4Rb.html
Mercedes-Benz,GLE,2021,SUV,169 000 km,5,5,Albastru,Diesel,2 925 cm3,272 CP,Automata,4x4 (automat),Euro 6d-Temp,"47 980,13",https://www.autovit.ro/autoturisme/anunt/mercedes-benz-gle-ver-350-d-4matic-ID7HDCOR.html
Volkswagen,Passat,2019,Sedan,206 000 km,4,5,Gri,Diesel,1 968 cm3,150 CP,Automata,Fata,Euro 6,18 499,https://www.autovit.ro/autoturisme/anunt/volkswagen-passat-ver-2-0-tdi-dsg-r-executive-ID7HJ5Zi.html
Audi,A6,2011,Sedan,267 900 km,5,5,Alb,Diesel,1 968 cm3,170 CP,Manuala,Fata,Euro 5,8 390,https://www.autovit.ro/autoturisme/anunt/audi-a6-ver-avant-2-0-tdi-dpf-ID7HJ5KE.html
BMW,X5,2021,SUV,169 000 km,5,5,Alb,Hibrid Plug-In,2 998 cm3,394 CP,Automata,4x4 (manual),Euro 6d,50 820,https://www.autovit.ro/autoturisme/anunt/bmw-x5-ver-xdrive45e-xline-ID7HJ5Ze.html
BMW,X1,2015,SUV,77 250 km,5,5,Gri,Diesel,1 995 cm3,143 CP,Automata,4x4 (automat),Euro 5b,12 700,https://www.autovit.ro/autoturisme/anunt/bmw-x1-ID7HJ5Zd.html
BMW,Seria 3,2013,Sedan,275 000 km,5,5,Negru,Diesel,1 995 cm3,143 CP,Manuala,Spate,Euro 5,8 498,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-ID7HtzdB.html
BMW,X4,2024,SUV,13 000 km,5,5,Gri,Diesel,1 995 cm3,190 CP,Automata,Fata,Euro 6,47 990,https://www.autovit.ro/autoturisme/anunt/bmw-x4-ver-xdrive20d-at-mhev-ID7HHWHV.html
Ford,Puma,2021,SUV,89 000 km,5,5,Alb,Benzina,999 cm3,125 CP,Manuala,Fata,Euro 6,13 950,https://www.autovit.ro/autoturisme/anunt/ford-puma-ver-1-0-ecoboost-mhev-titanium-ID7HFoYG.html
Mercedes-Benz,GLE,2021,SUV,60 800 km,5,5,Alb,Diesel,2 925 cm3,272 CP,Automata,4x4 (automat),Euro 6,"64 899,56",https://www.autovit.ro/autoturisme/anunt/mercedes-benz-gle-ver-350-d-4matic-ID7HGJ9G.html
Mercedes-Benz,E,2024,Sedan,18 454 km,4,5,Negru,Hibrid Plug-In,1 999 cm3,252 CP,Automata,4x4 (automat),Euro 6d,"90 521,31",https://www.autovit.ro/autoturisme/anunt/mercedes-benz-e-ver-400-4matic-aut-ID7HEo16.html
Peugeot,3008,2019,SUV,169 400 km,5,5,Gri,Benzina,1 199 cm3,131 CP,Automata,Fata,Euro 6,14 990,https://www.autovit.ro/autoturisme/anunt/peugeot-3008-ver-puretech-130-stop-start-gpf-eat8-allure-pack-ID7HCzUK.html
Volkswagen,Amarok,2018,SUV,241 001 km,5,5,Alb,Diesel,2 967 cm3,258 CP,Automata,4x4 (automat),Euro 6,23 490,https://www.autovit.ro/autoturisme/anunt/volkswagen-amarok-ID7HHWaX.html
Alfa Romeo,Stelvio,2019,SUV,194 000 km,5,5,Gri,Diesel,2 143 cm3,210 CP,Automata,4x4 (manual),Euro 6,19 500,https://www.autovit.ro/autoturisme/anunt/alfa-romeo-stelvio-ver-2-2-diesel-16v-at8-q4-veloce-ID7HGI20.html
Volkswagen,T-Roc,2021,SUV,153 217 km,5,5,Gri,Diesel,1 968 cm3,150 CP,Automata,Fata,Euro 6,18 400,https://www.autovit.ro/autoturisme/anunt/volkswagen-t-roc-ID7HHWzD.html
Seat,Leon,2007,Compacta,260 435 km,5,5,Negru,Benzina,1 595 cm3,102 CP,Manuala,Fata,Euro 4,2 400,https://www.autovit.ro/autoturisme/anunt/seat-leon-ID7HEBWa.html
Volkswagen,Tiguan,2020,SUV,105 000 km,5,5,Alb,Benzina,1 498 cm3,150 CP,Automata,Fata,Euro 6,19 890,https://www.autovit.ro/autoturisme/anunt/volkswagen-tiguan-ver-1-5-tsi-act-dsg-comfortline-ID7HGJ9A.html
Mercedes-Benz,A,2024,Compacta,19 000 km,5,5,Gri,Hibrid Plug-In,1 332 cm3,218 CP,Automata,Fata,Euro 6,38 990,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-a-ver-250-e-8g-dct-edition-amg-line-ID7HHWVq.html
Mercedes-Benz,AMG,2025,Coupe,11 245 km,2,4,Negru,Benzina,3 982 cm3,584 CP,Automata,4x4 (automat),Euro 6,"184 999,32",https://www.autovit.ro/autoturisme/anunt/mercedes-benz-amg-ID7HHWvA.html
Volvo,XC 90,2016,SUV,251 579 km,5,7,Negru,Hibrid Plug-In,1 969 cm3,408 CP,Automata,4x4 (automat),Euro 6,23 500,https://www.autovit.ro/autoturisme/anunt/volvo-xc-90-ver-t8-awd-twin-engine-geartronic-inscription-ID7HENhi.html
Audi,Q3,2019,SUV,219 243 km,5,5,Negru,Benzina,1 498 cm3,150 CP,Automata,Fata,Euro 6,17 800,https://www.autovit.ro/autoturisme/anunt/audi-q3-ver-1-5-35-tfsi-s-tronic-advanced-ID7HEns4.html
Opel,Corsa,2023,Masina de oras,100 000 km,5,5,Alb,Benzina,1 199 cm3,75 CP,Manuala,Fata,Euro 6,8 490,https://www.autovit.ro/autoturisme/anunt/opel-corsa-ver-1-2-start-stop-edition-ID7HJ5YW.html
Renault,Megane,2021,Compacta,154 007 km,5,5,Gri,Diesel,1 461 cm3,116 CP,Automata,Fata,Euro 6d,14 490,https://www.autovit.ro/autoturisme/anunt/renault-megane-ID7HFLmf.html
Suzuki,Vitara,2021,SUV,37 400 km,5,5,Gri,Benzina,1 373 cm3,129 CP,Manuala,Fata,Euro 6,15 999,https://www.autovit.ro/autoturisme/anunt/suzuki-vitara-ver-1-4-boosterjet-mhev-luxus-ID7HJ5YR.html
Ford,Focus,2021,Compacta,29 000 km,4,5,Albastru,Diesel,1 499 cm3,120 CP,Manuala,Fata,Euro 6,11 950,https://www.autovit.ro/autoturisme/anunt/ford-focus-ver-1-5-ecoblue-titanium-ID7HJ5YP.html
Audi,Q5,2018,SUV,179 000 km,5,5,Alb,Diesel,1 968 cm3,190 CP,Automata,4x4 (automat),Euro 6,23 990,https://www.autovit.ro/autoturisme/anunt/audi-q5-ver-40-tdi-quattro-s-tronic-design-ID7HJ5YJ.html
Volkswagen,Tiguan,2010,SUV,243 000 km,5,5,Negru,Diesel,1 968 cm3,140 CP,Automata,Fata,Euro 6,7 990,https://www.autovit.ro/autoturisme/anunt/volkswagen-tiguan-ver-2-0-tdi-4motion-dsg-sport-style-ID7HHWHo.html
BMW,X5 M,2017,SUV,210 000 km,5,5,Negru,Diesel,2 993 cm3,381 CP,Automata,4x4 (automat),Euro 6,21 990,https://www.autovit.ro/autoturisme/anunt/bmw-bmw-x5m-ver-m50d-sport-aut-ID7HJ5Yr.html
Hyundai,ix35,2015,SUV,172 000 km,5,5,Negru,Benzina,1 591 cm3,135 CP,Manuala,Fata,Euro 6b,9 900,https://www.autovit.ro/autoturisme/anunt/hyundai-ix35-ver-1-6-2wd-blue-style-ID7HJ5Yi.html
Audi,A3,2013,Compacta,148 000 km,5,5,Negru,Diesel,1 598 cm3,105 CP,Automata,Fata,Euro 5,6 500,https://www.autovit.ro/autoturisme/anunt/audi-a3-ver-sportback-1-6-tdi-s-tronic-ambiente-ID7HJ5Xv.html
Audi,A6,2019,Sedan,236 712 km,4,5,Negru,Diesel,2 967 cm3,286 CP,Automata,4x4 (automat),Euro 6,"25 989,59",https://www.autovit.ro/autoturisme/anunt/audi-a6-ver-3-0-50-tdi-quattro-tiptronic-design-ID7HHWHc.html
Ford,Transit,2019,Monovolum,54 323 km,5,7,Alb,Diesel,1 995 cm3,130 CP,Manuala,Fata,Euro 6,22 990,https://www.autovit.ro/autoturisme/anunt/ford-transit-ver-350-2-0-tdci-l3-furgon-dciv-fwd-base-ID7Hy5EQ.html
Chevrolet,Spark,2012,Masina de oras,115 000 km,5,5,Verde,Benzina,1 206 cm3,82 CP,Manuala,Fata,Euro 5,3 390,https://www.autovit.ro/autoturisme/anunt/chevrolet-spark-ver-1-2-lsplus-ID7HGBph.html
BMW,Seria 5,2017,Combi,175 675 km,5,5,Negru,Diesel,1 995 cm3,163 CP,Automata,Spate,Euro 6,17 990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-5-ID7HFJi8.html
Volkswagen,Passat,2015,Sedan,215 460 km,4,5,Alb,Diesel,1 598 cm3,120 CP,Manuala,Fata,Euro 6,10 490,https://www.autovit.ro/autoturisme/anunt/volkswagen-passat-ID7HHVRR.html
Skoda,Scala,2021,Sedan,186 367 km,5,5,Gri,Benzina,999 cm3,110 CP,Automata,Fata,Euro 6,12 990,https://www.autovit.ro/autoturisme/anunt/skoda-scala-ver-1-0-tsi-dsg-ambition-ID7HHVS7.html
Volkswagen,Multivan,2017,Monovolum,244 000 km,5,7,Albastru,Diesel,1 968 cm3,150 CP,Automata,4x4 (automat),Euro 6,24 990,https://www.autovit.ro/autoturisme/anunt/volkswagen-multivan-ID7HGIVW.html
Audi,S5,2017,Coupe,130 000 km,2,4,Albastru,Benzina,2 995 cm3,353 CP,Automata,4x4 (automat),Euro 6,29 900,https://www.autovit.ro/autoturisme/anunt/audi-s5-ID7HJ5Xa.html
Opel,Astra,2005,Compacta,107 000 km,4,5,Gri,Diesel,1 686 cm3,80 CP,Manuala,Fata,Euro 4,2 950,https://www.autovit.ro/autoturisme/anunt/opel-astra-ID7HJ5Iu.html
Ford,Transit,2020,Monovolum,131 000 km,5,3,Alb,Diesel,1 995 cm3,130 CP,Manuala,Fata,Euro 6,"18 143,95",https://www.autovit.ro/autoturisme/anunt/ford-transit-ID7HGJ1k.html
Audi,A6,2021,Combi,162 228 km,5,5,Alte culori,Diesel,2 967 cm3,286 CP,Automata,4x4 (automat),Euro 6d,28 490,https://www.autovit.ro/autoturisme/anunt/audi-a6-ver-avant-50-tdi-quattro-tiptronic-sport-ID7HJ5XL.html
Skoda,Fabia,2017,Combi,487 191 km,5,5,Alb,Diesel,1 422 cm3,90 CP,Manuala,Fata,Euro 6,4 450,https://www.autovit.ro/autoturisme/anunt/skoda-fabia-ver-1-4-tdi-joy-ID7HJ5XM.html
Volkswagen,Passat,2010,Combi,360 000 km,5,5,Albastru,Diesel,1 968 cm3,143 CP,Manuala,Fata,Euro 5,5 500,https://www.autovit.ro/autoturisme/anunt/volkswagen-passat-ver-variant-2-0-blue-tdi-dpf-highline-ID7HJ5XA.html
Dacia,Duster,2018,SUV,210 000 km,5,6,Negru,Benzina,1 598 cm3,114 CP,Manuala,Fata,Euro 6,9 440,https://www.autovit.ro/autoturisme/anunt/dacia-duster-ver-sce-115-2wd-prestige-ID7HJ5W2.html
Ford,S-Max,2009,Monovolum,261 408 km,5,7,Gri,Diesel,1 753 cm3,125 CP,Manuala,Fata,Euro 4,3 499,https://www.autovit.ro/autoturisme/anunt/ford-s-max-ver-1-8-tdci-titanium-ID7HJ5XB.html
Mercedes-Benz,V,2018,Monovolum,226 000 km,4,7,Gri,Diesel,2 143 cm3,190 CP,Automata,4x4 (automat),Euro 6,36 900,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-v-ver-250-d-lang-4matic-7g-tronic-exclusive-edition-ID7HHWGO.html
Audi,A4,2022,Sedan,44 000 km,4,5,Alb,Benzina,1 984 cm3,150 CP,Automata,Fata,Euro 6,30 900,https://www.autovit.ro/autoturisme/anunt/audi-a4-ver-35-tfsi-s-tronic-mhev-s-line-ID7HHWDI.html
Ford,Focus,2007,Compacta,260 000 km,5,5,Argint,Diesel,1 560 cm3,90 CP,Manuala,Fata,Euro 4,1 690,https://www.autovit.ro/autoturisme/anunt/ford-focus-ver-1-6-tdci-ambiente-ID7HJ5Xf.html
Renault,Megane,2016,Combi,232 680 km,5,5,Albastru,Diesel,1 461 cm3,110 CP,Automata,Fata,Euro 6,8 200,https://www.autovit.ro/autoturisme/anunt/renault-megane-ver-grandtour-dci-110-fap-edc-dynamique-ID7HJ5Xd.html
Peugeot,5008,2021,SUV,37 521 km,5,7,Albastru,Benzina,1 598 cm3,180 CP,Automata,Fata,Euro 6,28 900,https://www.autovit.ro/autoturisme/anunt/peugeot-5008-ver-1-6-puretech-turbo-s-s-eat8-gt-line-ID7HJ5Xe.html
Volkswagen,Golf,2008,Compacta,192 500 km,3,5,Alb,Benzina,1 984 cm3,230 CP,Automata,Fata,Euro 4,11 700,https://www.autovit.ro/autoturisme/anunt/volkswagen-golf-ID7HHW5v.html
Opel,Astra,2010,Masina mica,193 750 km,5,5,Negru,Benzina,1 398 cm3,100 CP,Manuala,Fata,Euro 5,4 399,https://www.autovit.ro/autoturisme/anunt/opel-astra-ver-1-4-active-ID7HJ5X5.html
Audi,Q7,2021,SUV,92 807 km,5,5,Negru,Hibrid Plug-In,2 995 cm3,380 CP,Automata,4x4 (automat),Euro 6d-Temp,49 150,https://www.autovit.ro/autoturisme/anunt/audi-q7-ver-3-0-55-tfsie-quattro-tiptronic-s-line-ID7HHWGA.html
Renault,Kadjar,2018,SUV,142 809 km,5,5,Albastru,Diesel,1 461 cm3,110 CP,Automata,Fata,Euro 6,14 499,https://www.autovit.ro/autoturisme/anunt/renault-kadjar-ver-energy-dci-110-edc-business-ID7HGJ5z.html
Renault,Espace,2018,Monovolum,166 910 km,5,7,Negru,Diesel,1 598 cm3,160 CP,Automata,Fata,Euro 6b,15 980,https://www.autovit.ro/autoturisme/anunt/renault-espace-ver-energy-dci-160-edc-initiale-paris-ID7HGJ69.html
Seat,Leon,2019,Compacta,87 648 km,5,5,Albastru,Benzina,1 498 cm3,130 CP,Manuala,Fata,Euro 6d-Temp,13 900,https://www.autovit.ro/autoturisme/anunt/seat-leon-ver-1-5-tsi-style-ID7HHWGm.html
Mercedes-Benz,E,2021,Sedan,54 200 km,5,5,Alb,Diesel,1 597 cm3,160 CP,Automata,Spate,Euro 6d,30 990,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-e-ID7HJ5X1.html
BMW,Seria 1,2010,Compacta,271 896 km,5,5,Negru,Diesel,1 995 cm3,204 CP,Automata,Spate,Euro 5,6 650,https://www.autovit.ro/autoturisme/anunt/bmw-seria-1-ver-123d-dpf-aut-edition-sport-ID7HGBuu.html
Renault,Espace,2018,Monovolum,219 990 km,5,7,Gri,Diesel,1 598 cm3,160 CP,Automata,Fata,Euro 6,13 999,https://www.autovit.ro/autoturisme/anunt/renault-espace-ver-energy-dci-160-edc-initiale-paris-ID7HJ5TP.html
Opel,Astra,2015,Combi,215 322 km,5,5,Maro,Diesel,1 598 cm3,110 CP,Manuala,Fata,Euro 6b,5 699,https://www.autovit.ro/autoturisme/anunt/opel-astra-ver-1-6-cdti-dpf-ecoflex-start-stop-energy-ID7HJ5VS.html
BMW,X3,2019,SUV,158 000 km,5,5,Maro,Diesel,1 995 cm3,190 CP,Automata,4x4 (automat),Euro 6,27 999,https://www.autovit.ro/autoturisme/anunt/bmw-x3-ver-xdrive20d-at-luxury-line-ID7HJ5Vi.html
Volkswagen,Golf,2021,Combi,226 700 km,5,5,Gri,Diesel,1 968 cm3,150 CP,Automata,Fata,Euro 6,18 500,https://www.autovit.ro/autoturisme/anunt/volkswagen-golf-ver-variant-2-0-tdi-scr-dsg-r-line-ID7HJ5Og.html
BMW,X5,2020,SUV,85 000 km,5,5,Gri,Hibrid Plug-In,2 998 cm3,394 CP,Automata,4x4 (automat),Euro 6,49 900,https://www.autovit.ro/autoturisme/anunt/bmw-x5-ver-xdrive45e-ID7HHJYX.html
BMW,Seria 7,2024,Sedan,29 660 km,4,5,Gri,Diesel,2 993 cm3,299 CP,Automata,4x4 (manual),Euro 6,"114 999,61",https://www.autovit.ro/autoturisme/anunt/bmw-seria-7-ver-740d-xdrive-ID7HHWG3.html
Mercedes-Benz,GLE Coupe,2025,SUV,9 550 km,5,5,Alb,Hibrid Plug-In,2 999 cm3,544 CP,Automata,4x4 (manual),Euro 6,"120 000,54",https://www.autovit.ro/autoturisme/anunt/mercedes-benz-gle-coupe-ver-amg-53-hybrid-4maticplus-amg-speed-tct-9g-amg-line-premium-ID7HHWFo.html
Ford,Puma,2024,SUV,16 905 km,5,5,Gri,Hibrid,999 cm3,125 CP,Automata,Fata,Euro 6,"20 000,01",https://www.autovit.ro/autoturisme/anunt/ford-puma-ID7HHWFQ.html
Mercedes-Benz,E,2017,Sedan,127 500 km,3,4,Negru,Benzina,1 991 cm3,245 CP,Automata,Spate,Euro 6,"29 500,01",https://www.autovit.ro/autoturisme/anunt/mercedes-benz-e-ver-300-coupe-aut-ID7HJ5Vv.html
Volvo,XC 90,2020,SUV,83 362 km,5,7,Negru,Hibrid Plug-In,1 969 cm3,303 CP,Automata,4x4 (automat),Euro 6,45 900,https://www.autovit.ro/autoturisme/anunt/volvo-xc-90-ID7HJ5Vr.html
Audi,Q7,2021,SUV,50 227 km,5,5,Negru,Diesel,2 967 cm3,231 CP,Automata,4x4 (automat),Euro 6,46 999,https://www.autovit.ro/autoturisme/anunt/audi-q7-ID7Hm2fT.html
