make,model,year,body_type,mileage,door_count,nr_seats,color,fuel_type,engine_capacity,engine_power,gearbox,transmission,pollution_standard,price
Volkswagen,Touareg,2019.0,SUV,201566.0,5.0,5.0,Gri,Diesel,2967.0,231.0,Automata,4x4 (automat),Euro 6,28900.0
Opel,Mokka,2017.0,SUV,52700.0,5.0,5.0,Gri,Benzina,1364.0,140.0,Manuala,Fata,Euro 6,11900.0
Volkswagen,Golf,2022.0,Masina mica,170000.0,5.0,5.0,Alb,Diesel,1968.0,115.0,Automata,Fata,Euro 6,20500.0
BMW,Seria 5,2021.0,Sedan,120700.0,4.0,5.0,Negru,Diesel,1995.0,190.0,Automata,4x4 (automat),Euro 6d-Temp,37800.0
BMW,Z4,2006.0,Cabrio,173337.0,2.0,2.0,Verde,Benzina,2497.0,177.0,Manuala,Spate,Euro 4,10950.0
BMW,Seria 5,2024.0,Sedan,3800.0,4.0,5.0,Negru,Benzina,1998.0,208.0,Automata,Spate,Euro 6,52499.99
Skoda,Karoq,2018.0,SUV,173970.0,5.0,5.0,Negru,Diesel,1968.0,150.0,Manuala,4x4 (manual),Euro 6,17490.0
Audi,Q5,2011.0,SUV,236678.0,5.0,5.0,Negru,Diesel,1968.0,170.0,Automata,4x4 (automat),Euro 5,10900.0
BMW,Seria 5,2019.0,Sedan,173550.0,5.0,5.0,Albastru,Diesel,1995.0,190.0,Automata,Spate,Euro 6,22489.06
Peugeot,3008,2021.0,SUV,95000.0,5.0,5.0,Albastru,Benzina,1199.0,130.0,Manuala,Fata,Euro 6,17490.0
Porsche,911,2020.0,Coupe,32974.0,2.0,4.0,Rosu,Benzina,2981.0,450.0,Automata,Spate,Euro 6,116000.0
Skoda,Fabia,2018.0,Compacta,38444.0,5.0,5.0,Alb,Benzina,999.0,95.0,Manuala,Fata,Euro 6,8500.0
BMW,Seria 5,2014.0,Sedan,211347.0,4.0,5.0,Gri,Diesel,2993.0,258.0,Automata,4x4 (automat),Euro 6,15490.0
Volvo,XC 90,2023.0,SUV,28415.0,5.0,7.0,Alb,Diesel,1969.0,235.0,Automata,4x4 (automat),Euro 6,60000.0
Volvo,XC 40,2023.0,SUV,132000.0,5.0,5.0,Negru,Hibrid Plug-In,1477.0,211.0,Automata,Fata,Euro 6d,26400.0
Mercedes-Benz,GLC,2020.0,SUV,145558.0,5.0,5.0,Gri,Benzina,1991.0,197.0,Automata,Spate,Euro 6,33500.0
Volkswagen,Sharan,2007.0,Monovolum,340654.0,4.0,7.0,Negru,Diesel,1968.0,140.0,Manuala,Fata,Euro 4,3999.0
Honda,CR-V,2020.0,SUV,98030.0,5.0,5.0,Rosu,Hibrid,1993.0,145.0,Automata,4x4 (automat),Euro 6,27950.0
Peugeot,208,2019.0,Masina de oras,90830.0,4.0,5.0,Alb,Benzina,1199.0,101.0,Manuala,Fata,Euro 6,9999.0
BMW,Seria 3,2009.0,Sedan,169000.0,5.0,5.0,Argint,Benzina,1599.0,122.0,Manuala,Spate,Euro 5,4950.0
Toyota,Yaris,2018.0,Masina de oras,137400.0,5.0,5.0,Alb,Hibrid,1497.0,101.0,Automata,Fata,Euro 6,12999.0
Kia,Carens,2014.0,Monovolum,175000.0,5.0,7.0,Negru,Benzina,1591.0,135.0,Manuala,Fata,Euro 5,7300.0
Skoda,Octavia,2021.0,Sedan,174772.0,5.0,5.0,Argint,Benzina,1498.0,150.0,Manuala,Fata,Euro 6d-Temp,14000.0
Dacia,Lodgy,2020.0,Monovolum,73351.0,5.0,5.0,Alb,Diesel,1461.0,115.0,Manuala,Fata,Euro 6,13450.0
Audi,A4,2016.0,Sedan,215811.0,4.0,5.0,Gri,Diesel,1968.0,150.0,Automata,Fata,Euro 6,14990.0
Volvo,XC 60,2025.0,SUV,13000.0,5.0,5.0,Alte culori,Hibrid Plug-In,1969.0,350.0,Automata,4x4 (automat),Euro 6d-Temp,62990.0
Volvo,XC 40,2021.0,SUV,141226.0,5.0,5.0,Gri,Hibrid Plug-In,1477.0,211.0,Automata,Fata,Euro 6d,24200.0
Mercedes-Benz,GLC,2021.0,SUV,127482.0,5.0,5.0,Negru,Hibrid Plug-In,1991.0,319.0,Automata,4x4 (automat),Euro 6d,34400.0
Opel,Astra,2009.0,Combi,260000.0,5.0,5.0,Rosu,Benzina,1399.0,90.0,Manuala,Fata,Euro 4,2150.0
Land Rover,Range Rover Evoque,2017.0,SUV,148295.0,5.0,5.0,Alb,Diesel,1999.0,150.0,Automata,4x4 (automat),Euro 6,16938.79
Toyota,RAV4,2021.0,SUV,136000.0,5.0,5.0,Gri,Hibrid,2487.0,228.0,Automata,4x4 (automat),Euro 6,31702.0
Volvo,XC 40,2022.0,SUV,146781.0,5.0,5.0,Negru,Hibrid Plug-In,1477.0,211.0,Automata,Fata,Euro 6d,25700.0
Hyundai,Tucson,2021.0,SUV,144800.0,5.0,5.0,Gri,Hibrid,1598.0,230.0,Automata,Fata,Euro 6,23800.0
BMW,Seria 4,2022.0,Sedan,37000.0,5.0,5.0,Verde,Diesel,1995.0,190.0,Automata,4x4 (automat),Euro 6b,42350.0
BMW,Seria 4,2021.0,Coupe,66060.0,2.0,4.0,Albastru,Benzina,1998.0,258.0,Automata,Spate,Euro 6,37268.0
Land Rover,Range Rover Evoque,2024.0,SUV,3000.0,5.0,5.0,Galben/Auriu,Diesel,1999.0,163.0,Automata,4x4 (automat),Euro 6b,58100.0
Mazda,CX-5,2018.0,SUV,169908.0,5.0,5.0,Negru,Benzina,1998.0,165.0,Manuala,Fata,Euro 6,17299.37
Volvo,XC 40,2020.0,SUV,93796.0,5.0,5.0,Rosu,Benzina,1477.0,163.0,Automata,Fata,Euro 6,24600.0
BMW,X3,2009.0,SUV,266000.0,5.0,5.0,Negru,Diesel,1995.0,177.0,Manuala,4x4 (automat),Euro 5,7590.0
Hyundai,Santa Fe,2021.0,SUV,103157.0,5.0,5.0,Verde,Hibrid Plug-In,1598.0,265.0,Automata,4x4 (automat),Euro 6,31800.0
Subaru,WRX STI,2015.0,Compacta,63000.0,5.0,5.0,Albastru,Benzina,2500.0,310.0,Manuala,4x4 (automat),Euro 5,29040.0
Mazda,3,2024.0,Sedan,12400.0,4.0,5.0,Rosu,Benzina,1998.0,149.0,Automata,Fata,Euro 6,22490.0
Renault,Kadjar,2015.0,SUV,159000.0,5.0,5.0,Negru,Benzina,1197.0,130.0,Manuala,Fata,Euro 6,9900.0
Renault,Trafic,2018.0,Monovolum,296700.0,4.0,9.0,Alb,Diesel,1598.0,90.0,Manuala,Fata,Euro 6,8789.44
Nissan,Qashqai,2014.0,SUV,226300.0,5.0,5.0,Rosu,Diesel,1461.0,110.0,Manuala,Fata,Euro 5,6499.0
Volkswagen,Golf,2014.0,Compacta,222507.0,5.0,5.0,Negru,Benzina,1197.0,105.0,Manuala,Fata,Euro 5,7250.0
Dacia,Duster,2018.0,SUV,58700.0,5.0,5.0,Albastru,Benzina,1197.0,125.0,Manuala,4x4 (manual),Euro 6,10800.0
Infiniti,FX 30,2011.0,SUV,225000.0,5.0,5.0,Gri,Diesel,2993.0,238.0,Automata,4x4 (manual),Euro 5,8900.0
BMW,Seria 5,2014.0,Combi,310862.0,5.0,5.0,Alb,Diesel,1995.0,218.0,Automata,4x4 (automat),Euro 6,13500.0
BMW,Seria 7,2009.0,Sedan,395000.0,4.0,5.0,Albastru,Diesel,2993.0,245.0,Automata,Spate,Euro 5,7000.0
Jeep,Compass,2021.0,SUV,142551.0,5.0,5.0,Alb,Hibrid Plug-In,1332.0,190.0,Automata,4x4 (automat),Euro 6,17998.99
Jeep,Compass,2020.0,SUV,179200.0,5.0,5.0,Gri,Diesel,1956.0,140.0,Automata,4x4 (automat),Euro 6,16775.44
Mercedes-Benz,CLA,2015.0,Sedan,162000.0,4.0,5.0,Gri,Diesel,1796.0,136.0,Automata,Fata,Euro 6,14990.0
Jeep,Compass,2019.0,SUV,123000.0,5.0,5.0,Gri,Diesel,1956.0,170.0,Automata,4x4 (automat),Euro 6,18301.25
Geely,Starray,2025.0,SUV,3300.0,5.0,5.0,Argint,Benzina,1969.0,238.0,Automata,4x4 (automat),Euro 6,36500.0
DS Automobiles,DS 3 Crossback,2019.0,SUV,40176.0,5.0,5.0,Galben/Auriu,Benzina,1199.0,155.0,Automata,Fata,Euro 6,16490.0
BMW,X5,2020.0,SUV,123000.0,5.0,5.0,Gri,Hibrid Plug-In,2998.0,391.0,Automata,4x4 (automat),Euro 6,42592.0
Mercedes-Benz,E,2017.0,Sedan,149670.0,4.0,5.0,Maro,Benzina,1991.0,184.0,Automata,4x4 (automat),Euro 6,22500.0
BMW,Seria 3,2008.0,Compacta,190000.0,5.0,5.0,Negru,Benzina,1995.0,143.0,Automata,Spate,Euro 4,4799.0
Volkswagen,Golf,2025.0,Compacta,1500.0,5.0,5.0,Gri,Hibrid Plug-In,1498.0,150.0,Automata,Fata,Euro 6,29490.0
BMW,Seria 1,2013.0,Compacta,177890.0,5.0,5.0,Gri,Diesel,1995.0,184.0,Automata,Spate,Euro 5,10000.0
Kia,Ceed,2010.0,Combi,244000.0,5.0,5.0,Negru,Benzina,1396.0,90.0,Manuala,Fata,Euro 4,3990.0
Opel,Combo,2020.0,Monovolum,150576.0,4.0,3.0,Alb,Diesel,1499.0,100.0,Manuala,Fata,Euro 6d,9890.54
Dacia,Sandero,2017.0,Masina de oras,52758.0,5.0,5.0,Alb,Benzina,898.0,90.0,Manuala,Fata,Euro 6,6450.0
Dacia,Duster,2022.0,SUV,164784.0,5.0,5.0,Alb,Diesel,1461.0,115.0,Manuala,4x4 (automat),Euro 6d,14989.48
Dacia,Jogger,2022.0,Combi,56393.0,5.0,5.0,Gri,Benzina + GPL,999.0,100.0,Manuala,Fata,Euro 6,14000.0
Mercedes-Benz,T,2024.0,Monovolum,14793.0,5.0,5.0,Gri,Benzina,1332.0,131.0,Automata,Fata,Euro 6d-Temp,28729.03
Volkswagen,Passat CC,2013.0,Sedan,313022.0,4.0,5.0,Alb,Diesel,1968.0,140.0,Manuala,Fata,Euro 5,8999.0
Volkswagen,Polo,2011.0,Masina de oras,278000.0,5.0,5.0,Argint,Diesel,1598.0,105.0,Automata,Fata,Euro 5b,6200.0
Mercedes-Benz,GLC,2015.0,SUV,179870.0,5.0,5.0,Gri,Diesel,2143.0,170.0,Automata,4x4 (automat),Euro 6,21490.0
Volkswagen,Golf,2013.0,Combi,240000.0,5.0,5.0,Albastru,Diesel,1968.0,140.0,Manuala,Fata,Euro 5,5199.0
Volkswagen,Polo,2011.0,Masina de oras,258000.0,5.0,5.0,Portocaliu,Diesel,1598.0,90.0,Manuala,Fata,Euro 5,5990.0
Mercedes-Benz,GLE,2024.0,SUV,25100.0,5.0,5.0,Negru,Hibrid Plug-In,1993.0,333.0,Automata,4x4 (automat),Euro 6d-Temp,77917.95
Volvo,V60,2017.0,Combi,179000.0,5.0,5.0,Negru,Diesel,1969.0,120.0,Manuala,Fata,Euro 6,8350.0
Skoda,Octavia,2009.0,Compacta,280817.0,5.0,5.0,Gri,Diesel,1896.0,101.0,Manuala,Fata,Euro 4,2550.0
Kia,Sportage,2017.0,SUV,130000.0,5.0,5.0,Alb,Diesel,1995.0,136.0,Automata,4x4 (automat),Euro 6,13999.0
BMW,X1,2021.0,SUV,52000.0,5.0,5.0,Negru,Diesel,1995.0,190.0,Automata,4x4 (automat),Euro 6,27399.99
Volkswagen,Touareg,2015.0,SUV,265000.0,5.0,5.0,Gri,Diesel,2967.0,262.0,Automata,4x4 (automat),Euro 6,15599.0
Audi,Q5,2022.0,SUV,66000.0,5.0,5.0,Gri,Benzina,1984.0,265.0,Automata,4x4 (automat),Euro 6,52000.0
BMW,X3,2015.0,SUV,209000.0,5.0,5.0,Negru,Diesel,1995.0,190.0,Automata,4x4 (automat),Euro 6,15600.0
DS Automobiles,DS 7 Crossback,2021.0,SUV,140000.0,5.0,5.0,Gri,Hibrid Plug-In,1598.0,200.0,Automata,4x4 (automat),Euro 6,18936.5
Volkswagen,up!,2018.0,Masina mica,158900.0,5.0,4.0,Gri,Benzina,999.0,75.0,Manuala,Fata,Euro 6,5990.0
Volkswagen,Passat CC,2014.0,Sedan,276909.0,4.0,5.0,Negru,Diesel,1968.0,177.0,Automata,Fata,Euro 5,9990.0
Nissan,X-Trail,2018.0,SUV,229000.0,5.0,5.0,Portocaliu,Diesel,1995.0,177.0,Automata,Fata,Euro 6,15499.0
Mercedes-Benz,CLA,2016.0,Coupe,208000.0,4.0,5.0,Negru,Diesel,2143.0,177.0,Automata,Fata,Euro 6,14990.0
Opel,Astra,2021.0,Combi,171750.0,5.0,5.0,Albastru,Diesel,1496.0,105.0,Manuala,Fata,Euro 6,8998.77
Ford,Focus,2011.0,Combi,257000.0,5.0,5.0,Negru,Diesel,1560.0,115.0,Manuala,Fata,Euro 5,3490.0
BMW,Seria 3,2021.0,Combi,199000.0,5.0,5.0,Negru,Diesel,1995.0,190.0,Automata,Spate,Euro 6,16990.0
Mercedes-Benz,GLE,2020.0,SUV,200000.0,5.0,5.0,Negru,Hibrid Plug-In,1950.0,320.0,Automata,4x4 (automat),Euro 6,39900.0
Skoda,Scala,2021.0,Combi,141000.0,5.0,5.0,Gri,Benzina,999.0,110.0,Automata,Fata,Euro 6,12990.0
Audi,A4 Allroad,2012.0,Combi,188000.0,5.0,5.0,Rosu,Benzina,1984.0,211.0,Manuala,4x4 (automat),Euro 5,10950.0
KG Mobility,Torres,2024.0,SUV,16400.0,5.0,5.0,Argint,Benzina,1497.0,163.0,Automata,Fata,Euro 6d,26500.0
Volvo,XC 60,2021.0,SUV,32000.0,5.0,5.0,Alb,Hibrid Plug-In,1969.0,253.0,Automata,4x4 (automat),Euro 6,39760.6
Dacia,Duster,2020.0,SUV,221000.0,5.0,5.0,Alb,Diesel,1461.0,115.0,Manuala,4x4 (manual),Euro 6,9990.0
Opel,Vivaro,2012.0,Combi,231000.0,4.0,9.0,Argint,Diesel,1995.0,90.0,Manuala,Fata,Euro 5,11990.0
Volkswagen,Passat,2021.0,Sedan,102891.0,4.0,5.0,Negru,Diesel,1968.0,150.0,Automata,Fata,Euro 6,19279.99
Skoda,Fabia,2021.0,Combi,94978.0,5.0,5.0,Albastru,Benzina,999.0,95.0,Automata,Fata,Euro 6,14299.78
Dacia,Logan,2019.0,Combi,132000.0,4.0,5.0,Alb,Benzina + GPL,898.0,90.0,Manuala,Fata,Euro 6,7690.0
Dacia,Duster,2014.0,SUV,236000.0,5.0,5.0,Argint,Diesel,1461.0,109.0,Manuala,4x4 (manual),Euro 5,7990.0
Peugeot,2008,2021.0,SUV,218000.0,5.0,5.0,Negru,Diesel,1499.0,130.0,Automata,Fata,Euro 6,11950.0
Skoda,Superb,2017.0,Sedan,159750.0,5.0,5.0,Alb,Diesel,1968.0,190.0,Automata,Fata,Euro 6,17000.0
Dacia,Duster,2019.0,SUV,169000.0,5.0,5.0,Negru,Benzina,1332.0,150.0,Manuala,Fata,Euro 6,11350.0
Dacia,Logan,2022.0,Sedan,68000.0,4.0,5.0,Gri,Benzina,999.0,90.0,Manuala,Fata,Euro 6,11990.0
BMW,Seria 3,2019.0,Combi,240000.0,5.0,5.0,Negru,Benzina,1998.0,184.0,Automata,4x4 (automat),Euro 6,11800.0
Dacia,Logan,2019.0,Combi,199801.0,5.0,5.0,Gri,Diesel,1461.0,95.0,Manuala,Fata,Euro 6,7790.0
Hyundai,Santa Fe,2015.0,SUV,102528.0,5.0,5.0,Gri,Diesel,2199.0,197.0,Automata,4x4 (manual),Euro 5,15950.0
Dacia,Duster,2016.0,SUV,256000.0,5.0,5.0,Gri,Diesel,1461.0,109.0,Manuala,Fata,Euro 6,8900.0
Kia,Sportage,2022.0,SUV,39709.0,5.0,5.0,Alb,Hibrid,1598.0,230.0,Automata,4x4 (automat),Euro 6,32390.01
Forthing,4 Yacht,2024.0,Monovolum,10000.0,5.0,7.0,Verde,Benzina,1500.0,170.0,Automata,Fata,Euro 6,28998.86
BMW,Seria 5,2015.0,Sedan,245000.0,4.0,5.0,Gri,Diesel,1995.0,218.0,Automata,4x4 (automat),Euro 6,12500.0
BMW,Seria 5,2025.0,Sedan,8700.0,4.0,5.0,Negru,Benzina,1998.0,184.0,Automata,Spate,Euro 6,47779.27
Volkswagen,Golf,2006.0,Compacta,315461.0,5.0,5.0,Gri,Diesel,1896.0,105.0,Manuala,Fata,Euro 5,3200.0
Toyota,Auris,2015.0,Combi,299400.0,5.0,5.0,Maro,Hibrid,1798.0,99.0,Automata,Fata,Euro 5,9999.0
Mercedes-Benz,Vito,2013.0,Monovolum,198000.0,4.0,8.0,Negru,Diesel,2143.0,136.0,Manuala,Spate,Euro 5,11900.0
Ford,Focus,2014.0,Compacta,75000.0,5.0,5.0,Rosu,Benzina,1596.0,150.0,Manuala,Fata,Euro 5,6500.0
Volkswagen,Golf,2021.0,Compacta,40281.0,5.0,5.0,Gri,Diesel,1968.0,116.0,Manuala,Fata,Euro 6,18300.0
Suzuki,Vitara,2024.0,SUV,1.0,5.0,5.0,Alb,Benzina,1373.0,129.0,Manuala,Fata,Euro 6,20590.0
Renault,Trafic,2016.0,Monovolum,249000.0,4.0,9.0,Alb,Diesel,1598.0,145.0,Manuala,Fata,Euro 6,11200.0
BMW,Seria 5,2012.0,Sedan,207000.0,5.0,5.0,Gri,Benzina,1997.0,245.0,Automata,Spate,Euro 5,9999.0
Dacia,Sandero,2019.0,Masina de oras,104000.0,5.0,5.0,Alb,Benzina,898.0,90.0,Manuala,Fata,Euro 6,6600.0
Dacia,Logan,2021.0,Sedan,158000.0,4.0,5.0,Alb,Benzina + GPL,999.0,90.0,Manuala,Fata,Euro 6,9250.0
Mercedes-Benz,Vito,2018.0,Monovolum,414916.0,4.0,9.0,Alb,Diesel,2143.0,136.0,Manuala,Spate,Euro 6,11500.0
Volkswagen,Passat,2018.0,Sedan,63000.0,4.0,5.0,Maro,Benzina,1395.0,150.0,Automata,Fata,Euro 6,17000.0
Dacia,Dokker,2020.0,Monovolum,75000.0,5.0,5.0,Rosu,Benzina,1332.0,131.0,Manuala,Fata,Euro 6,10300.0
Renault,Talisman,2017.0,Sedan,208704.0,4.0,5.0,Negru,Diesel,1598.0,160.0,Automata,Fata,Euro 6,15350.0
Porsche,Cayenne,2015.0,SUV,118305.0,5.0,5.0,Maro,Diesel,2967.0,262.0,Automata,4x4 (automat),Euro 6,27800.0
BMW,Seria 7,2016.0,Sedan,152000.0,4.0,4.0,Gri,Diesel,2993.0,320.0,Automata,4x4 (automat),Euro 6,35490.0
Toyota,Yaris,2017.0,Masina de oras,88500.0,5.0,5.0,Rosu,Hibrid,1497.0,73.0,Automata,Fata,Euro 6,13690.0
BMW,X6,2019.0,SUV,240000.0,5.0,5.0,Gri,Diesel,2993.0,258.0,Automata,4x4 (automat),Euro 6,26490.0
Opel,Vivaro,2017.0,Monovolum,167265.0,4.0,8.0,Albastru,Diesel,1598.0,125.0,Manuala,Fata,Euro 6,12200.0
Skoda,Fabia,2020.0,Compacta,213723.0,5.0,5.0,Alb,Benzina,999.0,95.0,Manuala,Fata,Euro 6,7250.01
Volkswagen,Transporter,2014.0,Monovolum,188050.0,5.0,5.0,Galben/Auriu,Diesel,1968.0,180.0,Automata,4x4 (automat),Euro 6,16500.0
BMW,X3,2021.0,SUV,188700.0,5.0,5.0,Negru,Hibrid Plug-In,1998.0,292.0,Automata,4x4 (automat),Euro 6,24986.5
BMW,Seria 1,2020.0,Compacta,56352.0,5.0,5.0,Alb,Benzina,1499.0,136.0,Automata,Fata,Euro 6,18350.0
Audi,A4,2011.0,Combi,299000.0,5.0,5.0,Gri,Diesel,1968.0,143.0,Automata,Fata,Euro 5,6180.0
Porsche,Cayenne,2020.0,SUV,98000.0,5.0,5.0,Negru,Benzina,2894.0,440.0,Automata,4x4 (automat),Euro 6,60500.0
Volkswagen,Tiguan,2021.0,SUV,173500.0,5.0,5.0,Alb,Diesel,1968.0,150.0,Automata,4x4 (automat),Euro 6,21500.0
Hyundai,IONIQ,2018.0,Sedan,181250.0,5.0,5.0,Alb,Hibrid,1580.0,105.0,Automata,Fata,Euro 6,12990.0
Opel,Grandland,2023.0,SUV,88000.0,5.0,5.0,Gri,Hibrid Plug-In,1598.0,300.0,Automata,4x4 (automat),Euro 6d-Temp,23990.0
Mercedes-Benz,GLC,2020.0,SUV,125000.0,5.0,5.0,Negru,Benzina,1991.0,197.0,Automata,4x4 (automat),Euro 6,32500.0
Audi,Q3,2013.0,SUV,238000.0,5.0,5.0,Alb,Diesel,1968.0,140.0,Manuala,4x4 (automat),Euro 5,10000.0
Mitsubishi,Eclipse-Cross,2022.0,SUV,82000.0,5.0,5.0,Alb,Hibrid Plug-In,2360.0,98.0,Automata,4x4 (automat),Euro 6d-Temp,19290.0
Mercedes-Benz,A,2019.0,Sedan,132000.0,4.0,5.0,Albastru,Diesel,1461.0,116.0,Automata,Fata,Euro 6,19965.0
Toyota,C-HR,2021.0,SUV,108716.0,5.0,5.0,Gri,Hibrid,1987.0,184.0,Automata,Fata,Euro 6,22899.99
Mazda,CX-5,2016.0,SUV,146000.0,5.0,5.0,Gri,Diesel,2191.0,175.0,Automata,4x4 (automat),Euro 6,11990.0
Hyundai,i30,2016.0,Compacta,56445.0,5.0,5.0,Alb,Benzina,1368.0,100.0,Manuala,Fata,Euro 6,9000.0
Volkswagen,Caravelle,2022.0,Sedan,54318.0,5.0,9.0,Negru,Diesel,1968.0,150.0,Automata,Fata,Euro 6,42899.34
BMW,Seria 5,2014.0,Compacta,226300.0,5.0,5.0,Alb,Diesel,2993.0,313.0,Automata,4x4 (automat),Euro 6,15900.0
Dacia,Sandero Stepway,2014.0,Masina de oras,157000.0,5.0,5.0,Rosu,Benzina,898.0,90.0,Manuala,Fata,Euro 5,4700.0
Nissan,Qashqai,2018.0,SUV,129950.0,5.0,5.0,Alb,Diesel,1461.0,110.0,Manuala,Fata,Euro 6,14500.0
BMW,Seria 3,2016.0,Combi,198500.0,5.0,5.0,Gri,Diesel,1995.0,150.0,Automata,Spate,Euro 6,13550.0
Honda,CR-V,2018.0,SUV,259000.0,5.0,5.0,Negru,Diesel,1597.0,160.0,Automata,4x4 (automat),Euro 6,10990.0
BMW,X3,2019.0,SUV,86020.0,5.0,5.0,Gri,Benzina,1998.0,184.0,Automata,4x4 (automat),Euro 6,28499.0
Audi,A4 Allroad,2016.0,Combi,257000.0,5.0,5.0,Argint,Diesel,1968.0,190.0,Automata,4x4 (automat),Euro 6,11990.0
Toyota,C-HR,2020.0,SUV,77406.0,5.0,5.0,Negru,Hibrid,1798.0,122.0,Automata,Fata,Euro 6d-Temp,17780.0
Volkswagen,Golf,2019.0,Combi,204500.0,5.0,5.0,Albastru,Diesel,1968.0,150.0,Automata,4x4 (automat),Euro 6,12000.0
Seat,Tarraco,2023.0,SUV,190000.0,5.0,5.0,Gri,Diesel,1968.0,150.0,Automata,Fata,Euro 6,19900.0
Renault,Megane,2017.0,Combi,207930.0,5.0,5.0,Gri,Diesel,1461.0,110.0,Manuala,Fata,Euro 6,9300.0
Audi,A6,2021.0,Combi,89000.0,5.0,5.0,Albastru,Diesel,1968.0,204.0,Automata,4x4 (automat),Euro 6,34999.25
Volkswagen,Tiguan,2025.0,SUV,2900.0,5.0,5.0,Alb,Hibrid Plug-In,1498.0,204.0,Automata,Fata,Euro 6,44498.96
Ford,Focus,2024.0,Compacta,15400.0,5.0,5.0,Albastru,Benzina,999.0,125.0,Manuala,Fata,Euro 6,19989.2
Audi,A4,2013.0,Combi,235200.0,5.0,5.0,Negru,Diesel,1968.0,143.0,Manuala,Fata,Euro 5,7999.0
Fiat,500,2015.0,Masina mica,74893.0,3.0,4.0,Rosu,Benzina,875.0,80.0,Automata,Fata,Euro 6,9290.0
Ford,Kuga,2021.0,SUV,68050.0,5.0,5.0,Albastru,Hibrid,2488.0,190.0,Automata,Fata,Euro 6d-Temp,19990.0
Kia,Sportage,2020.0,SUV,148000.0,5.0,5.0,Alb,Diesel,1995.0,185.0,Automata,4x4 (manual),Euro 6,19990.0
Mercedes-Benz,C,2019.0,Sedan,70840.0,4.0,5.0,Albastru,Diesel,1597.0,122.0,Automata,Spate,Euro 6,26190.0
BMW,X4,2017.0,SUV,221195.0,5.0,5.0,Gri,Diesel,1995.0,190.0,Automata,4x4 (automat),Euro 6,20400.0
Mercedes-Benz,E,2010.0,Coupe,279400.0,2.0,5.0,Alb,Diesel,2143.0,204.0,Automata,Spate,Euro 5,8999.0
Skoda,Octavia,2011.0,Combi,237800.0,5.0,5.0,Negru,Diesel,1598.0,105.0,Manuala,Fata,Euro 5,5499.0
Peugeot,207,2008.0,Cabrio,186300.0,2.0,4.0,Negru,Benzina,1598.0,150.0,Manuala,Fata,Euro 4,3999.0
Nissan,Qashqai,2015.0,SUV,149420.0,5.0,5.0,Negru,Diesel,1598.0,130.0,Manuala,Fata,Euro 6,12999.0
Renault,Clio,2009.0,Masina de oras,193000.0,5.0,5.0,Gri,Benzina,1598.0,112.0,Automata,Fata,Euro 4,4699.0
Chevrolet,Captiva,2011.0,SUV,279636.0,5.0,7.0,Argint,Diesel,2231.0,184.0,Automata,4x4 (automat),Euro 5,6350.0
Volkswagen,Passat,2013.0,Combi,195300.0,5.0,5.0,Maro,Diesel,1598.0,105.0,Manuala,Fata,Euro 5,7499.0
Volkswagen,Tiguan,2019.0,SUV,233400.0,5.0,5.0,Negru,Benzina,1498.0,150.0,Automata,Fata,Euro 6,18899.0
Volkswagen,Polo,2014.0,Masina de oras,246000.0,5.0,5.0,Negru,Diesel,1199.0,75.0,Manuala,Fata,Euro 5,5499.0
Audi,Q7,2017.0,SUV,253000.0,5.0,7.0,Negru,Diesel,2967.0,286.0,Automata,4x4 (automat),Euro 6,26500.0
Volvo,XC 60,2017.0,SUV,247000.0,5.0,5.0,Negru,Diesel,1969.0,190.0,Automata,4x4 (automat),Euro 6,22000.0
Toyota,RAV4,2023.0,SUV,37743.0,5.0,5.0,Argint,Hibrid,2487.0,222.0,Automata,4x4 (automat),Euro 6d,36499.65
Isuzu,D-Max,2024.0,SUV,4600.0,4.0,5.0,Alb,Diesel,1898.0,164.0,Automata,4x4 (manual),Euro 6d-Temp,43489.82
Jeep,Wrangler,2015.0,SUV,60973.0,2.0,4.0,Albastru,Diesel,2776.0,200.0,Automata,4x4 (manual),Euro 5,29490.0
Ford,B-Max,2013.0,Monovolum,259000.0,5.0,5.0,Portocaliu,Diesel,1560.0,95.0,Manuala,Fata,Euro 5,5450.0
Volkswagen,Golf,2009.0,Compacta,223000.0,5.0,5.0,Gri,Benzina,1390.0,80.0,Manuala,Fata,Euro 5,4650.0
Opel,Zafira,2014.0,Monovolum,228000.0,5.0,7.0,Albastru,Diesel,1598.0,135.0,Manuala,Fata,Euro 6,6750.0
Ferrari,Portofino,2021.0,Cabrio,63500.0,2.0,2.0,Rosu,Benzina,3855.0,620.0,Automata,Spate,Euro 6d,198899.8
Volkswagen,Passat,2007.0,Sedan,271000.0,5.0,5.0,Verde,Benzina,3168.0,250.0,Automata,4x4 (automat),Euro 4,1600.0
BMW,Seria 7,2019.0,Sedan,110000.0,4.0,5.0,Negru,Diesel,2993.0,265.0,Automata,4x4 (automat),Euro 6,31350.0
Toyota,C-HR,2022.0,SUV,55852.0,5.0,5.0,Albastru,Hibrid,1798.0,122.0,Automata,Fata,Euro 6,21189.99
BMW,X3,2018.0,SUV,119300.0,5.0,5.0,Albastru,Diesel,2993.0,265.0,Automata,4x4 (automat),Euro 6,26499.0
Mercedes-Benz,GLE,2022.0,Coupe,40000.0,5.0,5.0,Albastru,Diesel,2925.0,330.0,Automata,4x4 (automat),Euro 6d,79500.0
