make,model,year,body_type,mileage,door_count,nr_seats,color,fuel_type,engine_capacity,engine_power,gearbox,transmission,pollution_standard,price,apple_carplay,android_auto,bluetooth,wireless_charging,navigation,internet,usb_port,head_up_display,ac,climatronic,climatronic_2zone,climatronic_3zone,climatronic_4zone,panoramic_roof,electric_sunroof,manual_sunroof,rear_glass_sunroof,upholstery_alcantara,upholstery_leather_mix,upholstery_leather,upholstery_fabric,electric_driver_seat,heated_driver_seat,heated_passenger_seat,ventilated_front_seats,ventilated_rear_seats,memory_seat,front_armrest,sport_steering_wheel,paddle_shifters,keyless_entry,keyless_go,heated_windshield,air_suspension,sport_suspension,predictive_acc,cruise_control,adaptive_cruise,bi_xenon,laser_lights,led_lights,xenon,dynamic_lights,follow_me_home,front_park_sensors,rear_park_sensors,park_assist,auto_park,camera_360,rear_camera,folding_mirrors,blind_spot,lane_assist,distance_control,autonomous_driving,isofix,url
Renault,Scenic,2008,Compacta,87 000 km,5,5,Gri,Benzina,1 998 cm3,135 CP,Automata,,Euro 4,3699,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/renault-scenic-ID7HLPd1.html
Volkswagen,Touran,2008,Monovolum,178 400 km,5,,Argint,Diesel,1 896 cm3,105 CP,Manuala,Fata,,3400,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autovit.ro/autoturisme/anunt/volkswagen-touran-ver-1-9-tdi-highline-ID7HMSgm.html
Mercedes-Benz,A 180,2007,Coupe,167 500 km,5,,Negru,Diesel,1 991 cm3,109 CP,Manuala,Fata,,1400,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-a-180-ver-cdi-ID7HMSe2.html
BMW,i4,2023,Sedan,3 500 km,5,5,Gri,Electric,,286 CP,Automata,Spate,,39950,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autovit.ro/autoturisme/anunt/bmw-i4-ID7HLOIb.html
Mercedes-Benz,CLK,2005,Coupe,164 500 km,2,,Argint,Benzina,3 498 cm3,272 CP,Automata,Spate,,3500,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-clk-ver-350-7g-tronic-avantgarde-sport-edition-ID7HMQIb.html
Fiat,Panda,2013,Masina de oras,154 765 km,5,5,Negru,Benzina,875 cm3,65 CP,Manuala,Fata,Euro 5b,3990,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/fiat-panda-ID7HiffX.html
Seat,Leon,2008,Compacta,164 500 km,5,5,Gri,Benzina,1 984 cm3,240 CP,Manuala,Fata,Euro 4,6400,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/seat-leon-ver-2-0-t-fsi-cupra-ID7HMSuv.html
Nissan,Micra,2001,Masina de oras,90 200 km,5,,Alb,Benzina + GPL,1 348 cm3,82 CP,Automata,Fata,,6500,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autovit.ro/autoturisme/anunt/nissan-micra-ID7HMQE8.html
Mercedes-Benz,GLC,2020,SUV,163 000 km,5,5,Alb,Hibrid Plug-In,1 991 cm3,319 CP,Automata,4x4 (automat),Euro 6,30371,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-glc-ver-300-e-4matic-9g-tronic-ID7HLU1g.html
Opel,Vectra,2008,Sedan,198 500 km,5,5,Albastru,Diesel,1 910 cm3,150 CP,Manuala,Fata,Euro 4,2800,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/opel-vectra-ver-1-9-cdti-cosmo-ID7HMSUh.html
MG,HS,2024,SUV,24 496 km,5,5,Alb,Benzina,1 490 cm3,162 CP,Automata,Fata,Euro 6d-Temp,18950,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/mg-hs-ID7HMTKK.html
Volkswagen,Passat,2020,Sedan,81 000 km,5,5,Albastru,Benzina,1 498 cm3,150 CP,Automata,Fata,,7299,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/volkswagen-passat-ver-1-5-tsi-opf-dsg-business-ID7HO1qX.html
Peugeot,308,2015,Combi,148 500 km,5,,Argint,Benzina,1 199 cm3,130 CP,Manuala,Fata,,5500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/peugeot-308-ver-puretech-130-stop-start-gt-line-edition-ID7HMSok.html
Peugeot,5008,2011,Monovolum,208 000 km,5,7,Gri,Benzina,1 598 cm3,120 CP,Manuala,,Euro 5,4499,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/peugeot-5008-ID7HIOoW.html
MG,ZS,2022,SUV,29 000 km,5,,Argint,Benzina,1 498 cm3,106 CP,Manuala,,,13700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autovit.ro/autoturisme/anunt/mg-zs-ID7HO1m3.html
Suzuki,SX4,2016,SUV,146 727 km,5,5,Alb,Benzina + GPL,1 586 cm3,120 CP,Manuala,Fata,Euro 6,6900,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/suzuki-sx4-ID7H8mZC.html
Audi,A3,2008,Masina de oras,187 500 km,5,,Gri,Diesel,1 968 cm3,170 CP,Automata,Fata,,3500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autovit.ro/autoturisme/anunt/audi-a3-ver-ack-2-0-tdi-s-tronic-ambiente-ID7HMSmb.html
BMW,X6 M,2020,SUV,50 518 km,5,,Albastru,Benzina,4 395 cm3,625 CP,Automata,4x4 (manual),,78999,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/bmw-bmw-x6m-ID7HJ2LU.html
Mercedes-Benz,S,2004,Sedan,211 500 km,4,,Alte culori,Diesel,3 222 cm3,204 CP,Automata,Spate,,4400,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-s-ver-320-cdi-ID7HMQyR.html
Opel,Corsa,2010,Masina de oras,86 000 km,5,5,Alb,Benzina,1 229 cm3,86 CP,Manuala,Fata,Euro 5,3000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autovit.ro/autoturisme/anunt/opel-corsa-ID7HO1hn.html
BMW,Seria 5,2009,Combi,174 300 km,5,,Negru,Diesel,2 497 cm3,177 CP,Automata,Spate,,4300,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/bmw-seria-5-ID7HMSQQ.html
Fiat,500,2009,Masina mica,185 300 km,3,,Negru,Benzina,1 368 cm3,100 CP,Manuala,Fata,,3500,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autovit.ro/autoturisme/anunt/fiat-500-ver-1-4-16v-sport-ID7HMSVo.html
Toyota,RAV4,2022,SUV,96 873 km,5,5,Gri,Hibrid,2 487 cm3,218 CP,Automata,Fata,Euro 6,27990,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/toyota-rav-4-ver-2-5-vvt-ie-4x2-active-ID7HIJ39.html
Volkswagen,Passat,2007,Combi,189 400 km,4,,Argint,Diesel,1 968 cm3,140 CP,Automata,Fata,,2500,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autovit.ro/autoturisme/anunt/volkswagen-passat-ver-2-0-tdi-dsg-comfortline-ID7HMQJu.html
Jaguar,F-Pace,2020,SUV,150 794 km,5,5,Gri,Benzina,1 997 cm3,250 CP,Automata,4x4 (automat),Euro 6c,22990,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/jaguar-f-pace-ver-p250-awd-hse-ID7HLl5o.html
Ford,Kuga,2025,SUV,4 500 km,5,,Verde,Hibrid Plug-In,2 488 cm3,243 CP,Automata,Fata,Euro 6,31990,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/ford-kuga-ver-2-5-duratec-fwd-phev-st-line-x-ID7HMUhF.html
BMW,iX,2023,SUV,7 200 km,5,5,Gri,Electric,,523 CP,Automata,4x4 (automat),,65134.3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/bmw-ix-ID7HEWVw.html
BMW,X3,2020,SUV,88 700 km,5,,Albastru,Diesel,2 993 cm3,286 CP,Automata,4x4 (automat),,32400,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/bmw-x3-ID7HMTxJ.html
BMW,Seria 5,2014,Monovolum,193 772 km,5,,Alb,Diesel,1 995 cm3,190 CP,Automata,4x4 (manual),,13499,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/bmw-seria-5-ver-520d-xdrive-aut-ID7HMUeU.html
BMW,Seria 3,2008,Masina mica,213 500 km,5,,Negru,Diesel,1 995 cm3,177 CP,Automata,,,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HMSvr.html
BMW,Seria 2,2016,Monovolum,180 000 km,5,5,Negru,Hibrid,1 499 cm3,224 CP,Automata,4x4 (automat),Euro 6,11990,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/bmw-seria-2-ver-225xe-at-sport-line-ID7HJVfY.html
Audi,e-tron,2023,Coupe,17 106 km,5,5,Gri,Electric,,435 CP,Automata,4x4 (automat),,81990.08,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/audi-e-tron-ID7HLNMZ.html
Ford,Fiesta,2015,Masina de oras,159 000 km,5,5,Negru,Benzina,998 cm3,101 CP,Manuala,Fata,,4200,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/ford-fiesta-ver-1-0-ecoboost-titanium-ID7HO1mE.html
Lexus,Seria NX,2019,SUV,104 800 km,5,5,Alb,Hibrid,2 494 cm3,197 CP,Automata,4x4 (automat),Euro 6,28990,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/lexus-serianx-ver-300h-awd-executive-plus-ID7HHert.html
Land Rover,Range Rover Sport,2025,SUV,900 km,5,5,Gri,Benzina,4 395 cm3,635 CP,Automata,4x4 (automat),Euro 6,189135.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autovit.ro/autoturisme/anunt/land-rover-range-rover-sport-ID7HLNGF.html
Renault,Scenic,2012,Monovolum,197 000 km,5,5,Argint,Diesel,1 461 cm3,110 CP,Manuala,Fata,Euro 5b,4800,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/renault-scenic-ver-1-5dci-expression-ID7HO1nT.html
Peugeot,3008,2018,SUV,155 000 km,5,5,Gri,Diesel,1 997 cm3,180 CP,Automata,Fata,Euro 6,16700,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/peugeot-3008-ver-2-0-bluehdi-s-s-eat8-gt-ID7HMTJk.html
Ford,Focus,2021,Compacta,72 423 km,5,5,Rosu,Diesel,1 499 cm3,120 CP,Manuala,Fata,Euro 6d,11790.24,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/ford-focus-ver-1-5-ecoblue-connected-ID7HMUsJ.html
BMW,iX3,2026,SUV,15 000 km,5,5,Gri,Electric,,469 CP,Automata,4x4 (automat),,81490.11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autovit.ro/autoturisme/anunt/bmw-ix3-ver-50-xdrive-ID7HMTEd.html
Audi,S8,2015,Sedan,87 500 km,4,,Negru,Benzina,3 993 cm3,520 CP,Automata,4x4 (automat),,36000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/audi-s8-ver-4-0-tfsi-quattro-tiptronic-ID7HMQCx.html
Mercedes-Benz,EQE,2023,Sedan,19 000 km,5,5,Alb,Electric,,476 CP,Automata,4x4 (automat),,69900.01,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-eqe-ver-amg-43-4matic-amg-premium-ID7HLOKC.html
Volkswagen,Touareg,2019,SUV,176 000 km,5,5,Gri,Diesel,2 967 cm3,286 CP,Automata,4x4 (automat),Euro 6,41950,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,https://www.autovit.ro/autoturisme/anunt/volkswagen-touareg-ver-3-0-v6-tdi-4motion-dpf-automatik-r-line-ID7HN01B.html
Renault,Megane,2009,Combi,89 000 km,5,5,Gri,Diesel,1 461 cm3,106 CP,Manuala,Fata,,3250,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autovit.ro/autoturisme/anunt/renault-megane-ver-ii-1-5-dci-expression-ID7HO1oQ.html
Suzuki,Vitara,2020,SUV,110 884 km,5,5,Albastru,Benzina,1 373 cm3,129 CP,Manuala,Fata,Euro 6,13499.97,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/suzuki-vitara-ID7HMTEc.html
Chevrolet,Corvette,1984,Coupe,37 000 km,2,2,Rosu,Benzina,5 666 cm3,275 CP,Automata,Spate,Non-euro,16900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autovit.ro/autoturisme/anunt/chevrolet-corvette-ID7HDqHc.html
Ford,Focus,2018,Combi,139 980 km,5,,Gri,Benzina,999 cm3,125 CP,Manuala,Fata,,5990,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/ford-focus-ver-1-0-ecoboost-titanium-ID7HMQT7.html
Peugeot,308,2018,Combi,142 250 km,5,5,Albastru,Benzina,1 199 cm3,110 CP,Manuala,Fata,,5750,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/peugeot-308-ver-1-2-l-puretech-turbo-allure-ID7HO1py.html
Citroën,C4,2021,SUV,101 807 km,5,5,Negru,Benzina,1 199 cm3,130 CP,Automata,Fata,Euro 6,13589.99,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/citroen-c4-ver-1-2-puretech-s-s-eat8-feel-ID7HLNM3.html
Dacia,Dokker,2021,Monovolum,151 871 km,5,2,Alb,Diesel,1 461 cm3,95 CP,Manuala,Fata,Euro 6,6700,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autovit.ro/autoturisme/anunt/dacia-dokker-ver-1-5-blue-dci-laureate-ID7HMqBi.html
SsangYong,Korando,2015,SUV,189 000 km,5,5,Gri,Diesel,1 998 cm3,149 CP,Manuala,Fata,Euro 5,5999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/ssangyong-korrando-ver-2-0-eco-e-xdi-dpf-2wd-sapphire-ID7HO1o0.html
Land Rover,Discovery Sport,2020,SUV,134 175 km,5,7,Gri,Diesel,1 999 cm3,150 CP,Automata,4x4 (automat),Euro 6b,15990,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/land-rover-discovery-sport-ver-2-0-d150-mhev-hse-ID7HKnCy.html
Mazda,CX-5,2015,SUV,191 540 km,5,5,Gri,Diesel,2 191 cm3,150 CP,Manuala,Fata,Euro 6,8800,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,https://www.autovit.ro/autoturisme/anunt/mazda-cx-5-ID7HMQwE.html
Mazda,3,2007,Compacta,185 122 km,5,5,Gri,Diesel,1 998 cm3,143 CP,Manuala,Fata,Euro 4,2800,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/mazda-3-ID7HeXoR.html
Volkswagen,ARTEON,2019,Sedan,131 183 km,5,5,Alb,Diesel,1 968 cm3,190 CP,Automata,Fata,,19750,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/volkswagen-arteon-ver-2-0-tdi-dsg-elegance-ID7HK19O.html
Volkswagen,Touareg,2019,SUV,108 508 km,5,5,Negru,Diesel,2 967 cm3,286 CP,Automata,4x4 (automat),,42800,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/volkswagen-touareg-ver-v6-tdi-r-style-ID7HIO6O.html
Ford,Mustang,2025,Coupe,3 900 km,2,4,Gri,Benzina,5 038 cm3,460 CP,Automata,Spate,,61092.9,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/ford-mustang-ID7HIhuL.html
Audi,Q8,2019,SUV,105 000 km,5,5,Negru,Benzina,2 995 cm3,340 CP,Automata,4x4 (automat),,39950,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/audi-q8-ID7HMUvI.html
Hyundai,Santa Fe,2008,SUV,223 400 km,5,5,Verde,Diesel,2 188 cm3,150 CP,Manuala,4x4 (manual),Euro 4,3400,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autovit.ro/autoturisme/anunt/hyundai-santa-fe-ver-2-2-dsl-vgt-5-seats-4wd-ID7HMSr3.html
Mercedes-Benz,V,2016,Monovolum,175 000 km,5,8,Gri,Diesel,2 143 cm3,190 CP,Automata,Fata,Euro 6,28489.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-v-ID7HIN8D.html
