make,model,year,body_type,mileage,door_count,nr_seats,color,fuel_type,engine_capacity,engine_power,gearbox,transmission,pollution_standard,price,apple_carplay,android_auto,bluetooth,wireless_charging,navigation,internet,usb_port,head_up_display,ac,climatronic,climatronic_2zone,climatronic_3zone,climatronic_4zone,panoramic_roof,electric_sunroof,manual_sunroof,rear_glass_sunroof,upholstery_alcantara,upholstery_leather_mix,upholstery_leather,upholstery_fabric,electric_driver_seat,heated_driver_seat,heated_passenger_seat,ventilated_front_seats,ventilated_rear_seats,memory_seat,front_armrest,sport_steering_wheel,paddle_shifters,keyless_entry,keyless_go,heated_windshield,air_suspension,sport_suspension,predictive_acc,cruise_control,adaptive_cruise,bi_xenon,laser_lights,led_lights,xenon,dynamic_lights,follow_me_home,front_park_sensors,rear_park_sensors,park_assist,auto_park,camera_360,rear_camera,folding_mirrors,blind_spot,lane_assist,distance_control,autonomous_driving,isofix,url
Audi,Q7,2020,SUV,99 000 km,5,5,Negru,Diesel,2 967 cm3,286 CP,Automata,4x4 (manual),Euro 6,49990,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/audi-q7-ver-suv-tdi-quattro-210-kw-tiptronic-s-line-ID7HMylv.html
Skoda,Octavia,2022,Sedan,161 901 km,5,5,Negru,Diesel,1 968 cm3,149 CP,Automata,Fata,Euro 6,19700,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/skoda-octavia-ver-2-0-tdi-dsg-ambition-ID7HLVQS.html
Volkswagen,Crafter,2025,Monovolum,10 km,4,,Alb,Diesel,1 968 cm3,163 CP,Manuala,Spate,Euro 6d-Temp,73810,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,https://www.autovit.ro/autoturisme/anunt/volkswagen-crafter-ID7HHeoi.html
BMW,i4,2023,Sedan,46 000 km,5,5,Negru,Electric,,340 CP,Automata,4x4 (manual),,36990.91,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/bmw-i4-ver-edrive40-gran-coupe-ID7HNCyt.html
Land Rover,Discovery Sport,2017,SUV,163 000 km,5,5,Gri,Diesel,1 999 cm3,180 CP,Automata,4x4 (automat),,13250,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/land-rover-discovery-sport-ver-2-0-l-td4-landmark-aut-ID7HLjVK.html
Dacia,Dokker,2016,Monovolum,181 089 km,5,5,Alb,Diesel,1 461 cm3,75 CP,Manuala,Fata,,5600,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autovit.ro/autoturisme/anunt/dacia-dokker-ver-1-5-blue-dci-laureate-ID7HLlen.html
Ford,Focus,2015,Compacta,147 000 km,5,,Argint,Diesel,1 560 cm3,115 CP,Manuala,,,7590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autovit.ro/autoturisme/anunt/ford-focus-ID7Hun61.html
Opel,Astra,2018,Sedan,165 000 km,4,5,Albastru,Benzina,1 598 cm3,115 CP,Automata,Fata,Euro 6,7690,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/opel-astra-ver-1-6-twinport-ecotec-cosmo-aut-ID7Hvn0B.html
Volkswagen,Golf,2021,Compacta,135 000 km,5,5,Alb,Benzina,999 cm3,110 CP,Manuala,Fata,Euro 6,13990,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/volkswagen-golf-ver-1-0-tsi-bluemotion-technology-comfortline-ID7HNBS0.html
Land Rover,Range Rover Velar,2019,SUV,124 607 km,5,5,Albastru,Benzina,1 997 cm3,300 CP,Automata,4x4 (automat),Euro 6,35000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/land-rover-range-rover-velar-ver-2-0-s-ID7HNCak.html
Bentley,Continental,2019,Coupe,36 000 km,2,4,Gri,Benzina,3 996 cm3,550 CP,Automata,4x4 (automat),Euro 6,157300,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/bentley-continental-ver-v8-ID7HNCt3.html
Renault,Megane,2013,Compacta,160 000 km,5,,Alte culori,Benzina,1 198 cm3,116 CP,Manuala,Fata,,5249,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/renault-megane-ver-energy-tce-115-start-stopp-bose-edition-ID7HMUy7.html
Porsche,911-TURBO-S,2023,Coupe,6 250 km,2,,Albastru,Benzina,3 745 cm3,650 CP,Automata,4x4 (automat),Euro 6d,215473.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autovit.ro/autoturisme/anunt/porsche-911-turbo-s-ver-standard-ID7HNCpV.html
Mercedes-Benz,GLC Coupe,2022,SUV,157 000 km,5,5,Negru,Diesel,1 950 cm3,163 CP,Automata,4x4 (manual),Euro 6,34300,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-glc-coupe-ver-200-d-4matic-9g-tronic-amg-line-plus-ID7HNCqw.html
Volkswagen,Golf,2019,Compacta,220 000 km,5,,Albastru,Diesel,1 598 cm3,115 CP,Manuala,Fata,,10850,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/volkswagen-golf-ver-1-6-tdi-scr-join-ID7HNCnr.html
Mercedes-Benz,GLC Coupe,2019,Coupe,119 923 km,5,5,Negru,Diesel,2 143 cm3,204 CP,Automata,4x4 (automat),Euro 6,32000,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-glc-coupe-ver-250-d-4matic-9g-tronic-amg-line-ID7HFRvo.html
BMW,Seria 6,2013,Coupe,99 600 km,4,4,Negru,Diesel,2 993 cm3,313 CP,Automata,Spate,,28000,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/bmw-seria-6-ver-640d-ID7HcuCE.html
Renault,Megane,2020,Masina de oras,165 000 km,5,,Alb,Diesel,1 461 cm3,110 CP,Manuala,Fata,,8900,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/renault-megane-ver-energy-dci-110-eco2-business-ID7HNCeU.html
Ford,Kuga,2022,SUV,73 000 km,5,5,Gri,Hibrid Plug-In,2 488 cm3,225 CP,Automata,Fata,,21700,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,https://www.autovit.ro/autoturisme/anunt/ford-kuga-ver-2-5-duratec-phev-st-line-x-ID7HNBA1.html
Toyota,Tundra,2026,SUV,10 500 km,5,,Alte culori,Benzina,3 400 cm3,466 CP,Automata,,,105000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autovit.ro/autoturisme/anunt/toyota-tundra-ID7HNCjk.html
Peugeot,3008,2018,SUV,161 000 km,5,5,Negru,Benzina,1 598 cm3,165 CP,Automata,Fata,Euro 6,12990,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/peugeot-3008-ver-thp-165-eat6-stop-start-allure-ID7HMyfw.html
Tesla,Model X,2017,SUV,145 000 km,5,6,Negru,Electric,,613 CP,Automata,4x4 (automat),,23850,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,https://www.autovit.ro/autoturisme/anunt/tesla-t-model-x-ID7HM8nn.html
Skoda,Scala,2021,Combi,144 000 km,5,5,Albastru,Benzina,1 498 cm3,150 CP,Automata,Fata,Euro 6,13990,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/skoda-scala-ver-1-5-tsi-dsg-ambition-ID7HMybk.html
BMW,X5,2021,SUV,159 673 km,5,5,Gri,Hibrid Plug-In,2 998 cm3,394 CP,Automata,4x4 (automat),Euro 6,41989.99,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/bmw-x5-ver-xdrive45e-at-phev-ID7HMy7I.html
Volkswagen,T-Cross,2022,SUV,60 500 km,5,,Gri,Benzina,999 cm3,110 CP,Automata,Fata,,16990,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/volkswagen-t-cross-ver-1-0-tsi-dsg-style-ID7HEOty.html
Mercedes-Benz,C 63 AMG,2021,Coupe,50 000 km,2,,Negru,Benzina,3 982 cm3,476 CP,Automata,Spate,,70000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-c-63-amg-ver-63-amg-coupe-aut-ID7HNCgT.html
BMW,X6 M,2021,SUV,77 000 km,5,,Verde,Benzina,4 395 cm3,600 CP,Automata,4x4 (automat),,85000,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/bmw-bmw-x6m-ID7HNCeo.html
Volkswagen,Golf,2022,Compacta,49 000 km,5,,Alb,Benzina,1 984 cm3,245 CP,Automata,Fata,,28900,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/volkswagen-golf-ver-2-0-tsi-dsg-gti-ID7HNCfR.html
BMW,X3,2023,SUV,45 000 km,5,5,Gri,Diesel,2 993 cm3,286 CP,Automata,4x4 (automat),Euro 6,45499,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/bmw-x3-ver-xdrive30d-aut-m-sport-ID7HLtw1.html
Seat,Leon,2017,Masina mica,240 000 km,4,5,Gri,Diesel,1 968 cm3,150 CP,Manuala,Fata,,8200,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/seat-leon-ID7HMqAK.html
Volkswagen,Passat,2012,Sedan,259 200 km,5,5,Gri,Diesel,1 968 cm3,140 CP,Manuala,Fata,,5900,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/volkswagen-passat-ver-2-0-tdi-blue-tdi-comfortline-ID7HLcJS.html
Audi,A3,2009,Compacta,276 000 km,3,5,Rosu,Benzina,1 984 cm3,200 CP,Automata,4x4 (automat),Euro 4,4800,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/audi-a3-ver-2-0-tfsi-quattro-s-tronic-s-line-sportpaket-ID7HFQk6.html
BMW,Seria 7,2018,Sedan,110 000 km,4,,Gri,Diesel,2 993 cm3,265 CP,Automata,4x4 (automat),,36000,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/bmw-seria-7-ver-730d-xdrive-ID7HNCdW.html
Mercedes-Benz,E,2013,Sedan,310 870 km,4,5,Gri,Diesel,2 143 cm3,170 CP,Automata,,,9900,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-e-ID7HNCaN.html
Land Rover,Discovery Sport,2018,SUV,130 000 km,5,5,Alb,Diesel,1 999 cm3,150 CP,Automata,4x4 (automat),Euro 6b,13800,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/land-rover-discovery-sport-ver-2-0-l-td4-pure-aut-ID7HIL7q.html
Volkswagen,Tiguan,2012,SUV,200 000 km,5,5,Maro,Benzina,1 390 cm3,160 CP,Manuala,4x4 (automat),,10000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/volkswagen-tiguan-ver-1-4-tsi-4motion-track-style-ID7HNBYo.html
Nissan,Qashqai,2016,SUV,198 000 km,5,5,Gri,Diesel,1 598 cm3,130 CP,Automata,Fata,Euro 6,9790,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/nissan-qashqai-ver-1-6-dci-xtronic-tekna-ID7HNCam.html
Land Rover,Discovery,2024,SUV,71 679 km,5,7,Gri,Benzina,2 995 cm3,360 CP,Automata,4x4 (automat),Euro 6,67760,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/land-rover-discovery-ver-3-0-p360-mhev-r-dynamic-hse-ID7HNBN4.html
DS Automobiles,DS 7 Crossback,2020,SUV,183 400 km,5,5,Albastru,Benzina,1 598 cm3,180 CP,Automata,Fata,Euro 6,16990,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/ds-automobiles-dsa-ds7-crossback-ver-1-6-puretech-180-s-s-eat8-bastille-ID7HNCbd.html
Mercedes-Benz,CLA,2021,Coupe,57 500 km,4,5,Gri,Benzina,1 991 cm3,306 CP,Automata,4x4 (automat),,47000,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-cla-ID7HMxmz.html
Renault,Megane,2021,Sedan,160 000 km,5,5,Alb,Benzina,1 333 cm3,140 CP,Automata,Fata,Euro 6,11990,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/renault-megane-ver-tce-140-gpf-edc-equilibre-ID7HNCdo.html
Audi,Q5,2015,SUV,190 000 km,5,5,Gri,Diesel,1 968 cm3,190 CP,Automata,4x4 (automat),Euro 6c,14300,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://www.autovit.ro/autoturisme/anunt/audi-q5-ver-2-0-tdi-quattro-clean-ID7HNCbM.html
Skoda,Octavia,2016,Sedan,244 578 km,5,5,Argint,Diesel,1 598 cm3,110 CP,Manuala,Fata,Euro 5,7700,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/skoda-octavia-ver-1-6-tdi-ambition-ID7HNCaJ.html
BMW,Seria 2,2019,Monovolum,70 043 km,5,5,Alb,Benzina,1 499 cm3,140 CP,Automata,Fata,Euro 6,17800,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/bmw-seria-2-ver-218i-aut-advantage-ID7HNg6k.html
Land Rover,Range Rover Velar,2022,SUV,80 000 km,5,5,Gri,Hibrid Plug-In,1 997 cm3,404 CP,Automata,4x4 (automat),Euro 6,49489,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/land-rover-range-rover-velar-ver-2-0-p400e-phev-se-ID7HNCar.html
Mercedes-Benz,G,2024,SUV,46 653 km,5,,Albastru,Benzina,3 982 cm3,585 CP,Automata,4x4 (automat),,204490,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-g-ver-amg-63-sw-long-aut-mhev-ID7HNCbh.html
Opel,Corsa,2021,Masina de oras,127 468 km,5,5,Albastru,Benzina,1 199 cm3,100 CP,Automata,Fata,Euro 6,11999,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/opel-corsa-ver-1-2-turbo-start-stop-aut-gs-line-ID7HNCaZ.html
Volkswagen,Passat,2017,Sedan,131 410 km,5,,Gri,Diesel,1 968 cm3,150 CP,Manuala,Fata,,13450,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/volkswagen-passat-ver-2-0-tdi-trendline-ID7HJBa2.html
Kia,Ceed,2022,Compacta,145 000 km,5,5,Alb,Benzina,1 482 cm3,160 CP,Automata,Fata,Euro 5,14490,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/kia-ceed-ver-1-5-t-gdi-7dct-best-ID7HMxVT.html
Kia,Carnival,2020,Monovolum,47 545 km,5,9,Alb,Diesel,2 199 cm3,200 CP,Automata,Fata,Euro 6d,33988.9,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/kia-carnival-ID7HG4yi.html
Renault,Arkana,2022,SUV,91 252 km,5,5,Negru,Hibrid,1 598 cm3,143 CP,Automata,Fata,Euro 6d-Temp,17989.07,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/renault-arkana-ver-e-tech-full-145-evolution-ID7HEOAG.html
Mercedes-Benz,GLA,2022,SUV,48 302 km,5,,Gri,Hibrid Plug-In,1 332 cm3,217 CP,Automata,Fata,,34000,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,https://www.autovit.ro/autoturisme/anunt/mercedes-benz-gla-ID7HNCas.html
BMW,Seria 4,2021,Coupe,80 000 km,2,4,Alb,Diesel,1 995 cm3,190 CP,Automata,4x4 (manual),Euro 6,31990,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/bmw-seria-4-ver-420d-xdrive-m-sport-ID7HNCaI.html
Opel,Zafira,2014,Monovolum,114 308 km,5,5,Alb,Diesel,1 686 cm3,125 CP,Manuala,Fata,Euro 5,5499,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/opel-zafira-ver-1-7-cdti-ecoflex-family-ID7HKqUz.html
Skoda,Octavia,2019,Sedan,120 558 km,5,5,Argint,Benzina,999 cm3,115 CP,Automata,Fata,,12299.65,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/skoda-octavia-ver-1-0-tsi-dsg-ambition-ID7HJB8H.html
Toyota,Camry,2020,Sedan,71 500 km,4,5,Albastru,Hibrid,2 487 cm3,218 CP,Automata,Fata,Euro 6,27499.67,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/toyota-camry-ver-2-5-dynamic-ID7HJB87.html
Mazda,6,2014,Compacta,235 000 km,5,5,Negru,Diesel,2 191 cm3,150 CP,Manuala,Fata,,7500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,https://www.autovit.ro/autoturisme/anunt/mazda-6-ver-cd150-emotion-ID7HuVGE.html
